Middle,Region,Site,Unit,Batch,Species,Start Fish Density,End Fish Density,Hatchery,Lot Quality,Origin Year,Origin Month,From,To,Start Av. Wt.,End Av.Wt.,Model End Av. Wt. Act. Feed,Av. Wt. Deviation (%),Av. Wt. Before Sampl.,Model End Av. Wt. Sugg. Feed,Actual Feed,Feed Category,Supplier,Period Feed Qty,Model Feed Qty,Feed Deviation (%),Opening Fish No,Opening Biomass,Closing Fish No,Closing Biomass,Harvest Biomass,Transfer - (Kg),Transfer + (Kg),Biomass Produced,Biomass Produced Before Sampl.,Econ. FCR Period,Econ FCR Period Before Sampl.,Mortality No,Model Mortality No,Mortality Deviation (%),SFR Period (%),SFR Period (%) Before Sampl.,SGR Period (%),Max Feed Qty,Food Price,Current Grading,Feeding Policy,Group Tag,Vaccinated,Feeder,Feeding Rate (Kg / Hour),Fastings No,Avg. Temp.,Avg. Oxygene,Transfer - (No),Transfer + (No),Harvest (No),Sampling (No),LTD Mortality No,LTD Mortality %,LTD Econ. FCR,Period Day Degrees,Start Av. Weight Category,End Av. Weight Category
1397556000019,REGION1,SITE2,119_P1,119_TS_0604_49,TSIPOURA,7.72,7.75,KANATADIKA,,2013,December,3/31/2014,4/30/2014,3287.63,3319.25,3319.11,0,3287.63,3287.63,"BLUELINE 6,5 mm",VLUE LINE,FEEDUS,104,0,0,805,2646.54215,801,2658.71925,0,0,0,12.1771,-13.15052,8.54062133,-7.908432518,4,0,0,0.13,0.13,0.03,75,0,-,TSIPOURA 2015,,Unchecked,,0,0,15.27,0,0,0,0,2,37,4.404761905,1.842430416,167,>2000,>2000
1397556000020,REGION1,SITE2,119_V1,119_TS_0613_105,TSIPOURA,4.77,5.33,CHILIADOU,,2013,December,3/31/2014,4/30/2014,161.09,180.73,182.13,-0.77,161.88,161.09,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,1530,0,0,39290,6329.2261,39125,7071.06125,0,0,0,741.83515,4.3289,2.062452824,353.4385179,165,0,0,0.76,0.81,0.38,1295,0,A,TSIPOURA 2015,,Unchecked,,0,0,15.27,0,0,0,0,2,620,1.559944647,2.811324915,458,150-200,150-200
1397556000021,REGION1,SITE2,119_V3,119_TS_0613_105,TSIPOURA,4.44,5.02,CHILIADOU,,2013,December,3/31/2014,4/30/2014,126.68,144.58,144.45,0.09,127.16,126.68,BL 3.5 BREAM,VLUE LINE,FEEDUS,1395,0,0,46542,5895.94056,46067,6660.36686,0,0,0,764.4263,-38.06084,1.824897966,-36.65184478,475,0,0,0.74,0.79,0.44,1090,0,V,TSIPOURA 2014,,Unchecked,,0,0,15.27,0,0,0,0,2,1942,4.045074882,2.843345838,458,100-150,100-150
1397556000022,REGION1,SITE2,119_V5,119_TS_0413_102,TSIPOURA,8.03,8.88,CHILIADOU,,2013,December,3/31/2014,4/30/2014,135.1,150.12,151.21,-0.72,135.55,135.1,BL 3.5 BREAM,VLUE LINE,FEEDUS,2160,0,0,78860,10653.986,78535,11789.6742,0,0,0,1135.6882,-8.56675,1.901930477,-252.1376251,325,0,0,0.64,0.68,0.35,1265,0,V,TSIPOURA 2014,,Unchecked,,0,0,15.27,0,0,0,0,2,1170,1.467912929,1.939965689,458,100-150,150-200
1397556000023,REGION1,SITE2,119_V8,119_TS_0413_102,TSIPOURA,4.68,5.17,CHILIADOU,,2013,December,3/31/2014,4/30/2014,145.78,162.93,162.96,-0.02,146.11,145.78,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,1335,0,0,42575,6206.5835,42110,6860.9823,0,0,0,654.3988,-53.8914,2.040040416,-24.77204155,465,0,0,0.68,0.72,0.37,1080,0,V,TSIPOURA 2014,,Unchecked,,0,0,15.27,0,0,0,0,2,1920,4.360663184,2.308179202,458,100-150,150-200
1397556000024,REGION1,SITE2,119_V9,119_TS_0513_104,TSIPOURA,5.32,6.17,KASTELLA,,2013,December,3/31/2014,4/30/2014,156.42,171.7,180.41,-4.83,157.04,156.42,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,1805,0,0,42115,6587.6283,44475,7636.3575,0,0,0,1048.7292,396.7257,1.721130679,4.549743059,140,0,0,0.85,0.89,0.31,1505,0,V,TSIPOURA 2014,,Unchecked,,0,0,15.27,0,0,0,0,2,595,1.397697909,2.115894317,458,150-200,150-200
1397556000025,REGION1,SITE3,114_30,114_TS_0613_69,TSIPOURA,5.19,5.65,CHILIADOU,,2013,December,3/31/2014,4/30/2014,151.28,165.4,166.38,-0.59,151.93,151.28,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,2630,0,0,92547,14000.51016,92247,15257.6538,0,0,0,1257.14364,14.57655,2.092044152,180.4267814,375,0,0,0.6,0.63,0.3,2630,0,V,TSIPOURA 2014,,Unchecked,,0,0,14.64,0,0,0,0,2,1280,1.36858875,3.091290487,435,150-200,150-200
1397556000026,REGION1,SITE3,114_31,114_TS_0313_68,TSIPOURA,6.76,7.13,CHILIADOU,,2013,December,3/31/2014,4/30/2014,221.04,233.39,237.9,-1.9,221.62,221.04,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,3565,0,0,104051,22999.43304,103871,24242.45269,0,0,0,1243.01965,20.45798,2.868015803,174.2596288,225,0,0,0.5,0.52,0.18,3565,0,,TSIPOURA 2014,,Unchecked,,0,0,14.64,0,0,0,0,2,925,0.882667277,2.69369886,435,200-250,200-250
1397556000027,REGION1,SITE3,114_32,114_TS_0613_69,TSIPOURA,6.31,7.02,CHILIADOU,,2013,December,3/31/2014,4/30/2014,164.46,183.51,180.13,1.88,165.14,164.46,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,2800,0,0,95010,15625.3446,94690,17376.5619,0,0,0,1751.2173,11.762,1.598887814,238.0547526,400,0,0,0.57,0.6,0.37,2800,0,A,TSIPOURA 2014,,Unchecked,,0,0,14.64,0,0,0,0,2,1352,1.407717457,2.376411878,435,150-200,150-200
1397556000028,REGION1,SITE3,114_33,114_TS_0313_68,TSIPOURA,,,CHILIADOU,,2013,December,3/31/2014,4/30/2014,216.25,231.71,233.02,-0.56,216.88,216.25,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,3675,0,0,107833,23318.88625,107633,24939.64243,0,0,0,1620.75618,24.55879,2.267460119,149.6409229,250,0,0,0.51,0.53,0.23,3675,0,,TSIPOURA 2014,,Unchecked,,0,0,14.64,0,0,0,0,2,854,0.787191092,3.631784297,435,200-250,200-250
1397556000029,REGION1,SITE3,114_34,114_TS_0313_68,TSIPOURA,7.84,8.4,CHILIADOU,,2013,December,3/31/2014,4/30/2014,202.27,217.1,218.38,-0.59,202.95,202.27,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,3142,0,0,95928,19403.35656,95768,20791.2328,0,0,0,1387.87624,32.75904,2.263890619,95.91245653,200,0,0,0.52,0.54,0.24,3142,0,V,TSIPOURA 2014,,Unchecked,,0,0,14.64,0,0,0,0,2,1120,1.155973908,2.751891648,435,200-250,200-250
1397556000030,REGION1,SITE3,114_35,114_TS_0313_68,TSIPOURA,6.71,7.53,CHILIADOU,,2013,December,3/31/2014,4/30/2014,192.09,216.33,209.39,3.31,192.81,192.09,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,2930,0,0,86433,16602.91497,86153,18637.47849,0,0,0,2034.56352,8.24496,1.440112324,355.3686131,320,0,0,0.55,0.59,0.4,2930,0,V,TSIPOURA 2014,,Unchecked,,0,0,14.64,0,0,0,0,2,1130,1.294639277,2.916057045,435,150-200,200-250
1397556000031,REGION1,SITE3,114_36,114_TS_0313_68,TSIPOURA,,,CHILIADOU,,2013,December,3/31/2014,4/30/2014,205.21,220.78,222.14,-0.61,205.83,205.21,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,3225,0,0,93694,19226.94574,93534,20650.43652,0,0,0,1423.49078,25.15748,2.265557351,128.1924899,200,0,0,0.54,0.56,0.24,3225,0,,TSIPOURA 2014,,Unchecked,,0,0,14.64,0,0,0,0,2,820,0.869067554,3.134572869,435,200-250,200-250
1397556000032,REGION1,SITE3,114_37,114_TS_0313_68,TSIPOURA,6.46,6.89,CHILIADOU,,2013,December,3/31/2014,4/30/2014,200.7,214.44,217.69,-1.49,201.32,200.7,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,3000,0,0,86860,17432.802,86700,18591.948,0,0,0,1159.146,21.642,2.588112283,138.6193513,200,0,0,0.56,0.57,0.22,3000,0,,TSIPOURA 2014,,Unchecked,,0,0,14.64,0,0,0,0,2,800,0.914285714,4.273423719,435,200-250,200-250
1397556000033,REGION1,SITE3,114_38,114_TS_0613_69,TSIPOURA,5.71,6.27,CHILIADOU,,2013,December,3/31/2014,4/30/2014,155.22,170.97,172.04,-0.62,155.88,155.22,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,2881,0,0,91097,14140.07634,90797,15523.56309,0,0,0,1383.48675,13.36002,2.082419655,215.6433898,375,0,0,0.65,0.68,0.32,2881,0,,TSIPOURA 2014,,Unchecked,,0,0,14.64,0,0,0,0,2,1281,1.391211799,2.752857824,435,150-200,150-200
1397556000034,REGION1,SITE3,114_39,114_TS_0613_69,TSIPOURA,5.46,5.94,CHILIADOU,,2013,December,3/31/2014,4/30/2014,152.81,166.66,167.68,-0.61,153.43,152.81,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,2475,0,0,88454,13516.65574,88174,14695.07884,0,0,0,1178.4231,11.88108,2.100264328,208.3143957,350,0,0,0.59,0.61,0.29,2475,0,,TSIPOURA 2014,,Unchecked,,0,0,14.64,0,0,0,0,2,1202,1.344880057,2.54804388,435,150-200,150-200
1397599200000,REGION1,SITE1,121_K4,121_TS_0913_99,TSIPOURA,1.1,1.85,KASTELLA,,2013,December,4/1/2014,4/30/2014,42,71.05,52.27,35.93,42.84,42,BL 3.5 BREAM,VLUE LINE,FEEDUS,995,0,0,63070,2648.94,62715,4455.90075,0,0,0,1806.96075,37.7706,0.550648375,26.34324051,355,0,0,0.99,1.29,1.81,530,0,V,TSIPOURA 2015,,Unchecked,,0,0,15.17,0,0,1,0,1,1837.95,2.730626067,3.162761466,396,20-50,50-100
1397944800000,REGION1,SITE1,121_T7,121_TS_0414_103,TSIPOURA,0.79,1.09,CHILIADOU,,2014,April,4/9/2014,4/30/2014,4.8,6.68,6.89,-3.05,6.86,4.8,"MICROLINE 0,8-1,3 mm",MICROLINE,FEEDUS,338,0,0,131000,628.8,129800,867.064,0,0,0,238.264,261.628,1.4185945,1.291910652,1200,0,0,2.17,2.14,1.57,338,0,-,TSIPOURA 2014,,Unchecked,,0,0,15.16,0,0,0,0,1,1200,0.916030534,1.4185945,319,0-20,0-20
1397944800001,REGION1,SITE1,121_T8,121_TS_0414_103,TSIPOURA,0.84,1.17,CHILIADOU,,2014,April,4/9/2014,4/30/2014,4.8,6.76,6.97,-3.01,6.98,4.8,"MICROLINE 0,8-1,3 mm",MICROLINE,FEEDUS,372,0,0,139000,667.2,137720,930.9872,0,0,0,263.7872,294.0856,1.410227638,1.264937828,1280,0,0,2.24,2.2,1.63,372,0,-,TSIPOURA 2014,,Unchecked,,0,0,15.16,0,0,0,0,1,1280,0.920863309,1.410227638,319,0-20,0-20
1400061600000,REGION1,SITE1,121_K4,121_TS_0913_99,TSIPOURA,1.85,2.32,KASTELLA,,2013,December,4/30/2014,5/28/2014,71.05,89.8,84.82,5.87,71.46,71.05,BL 3.5 BREAM,VLUE LINE,FEEDUS,1330,0,0,62715,4455.90075,62355,5599.479,0,0,0,1143.57825,-0.01245,1.163016173,-106827.3092,360,0,0,0.95,1.07,0.84,1325,0,V,TSIPOURA 2015,,Unchecked,,0,0,16.26,0,0,0,0,2,2197.95,3.265474885,2.081978439,472,50-100,50-100
1400061600001,REGION1,SITE1,121_S5,121_TS_0913_99,TSIPOURA,3.01,3.7,KASTELLA,,2013,December,4/30/2014,5/28/2014,117.57,145.16,138.81,4.57,118.28,117.57,BL 3.5 BREAM,VLUE LINE,FEEDUS,2205,0,0,61750,7259.9475,61550,8934.598,0,0,0,1674.6505,20.1865,1.316692647,109.231417,200,0,0,0.98,1.08,0.75,2205,0,A,TSIPOURA 2015,,Unchecked,,0,0,16.26,0,0,0,0,2,1488.7,2.272900769,1.321378302,472,100-150,100-150
1400061600002,REGION1,SITE2,119_A1,119_TS_0413_102,TSIPOURA,4.79,5.67,CHILIADOU,,2013,December,4/30/2014,5/28/2014,141.8,168.58,163.54,3.08,142.52,141.8,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,1595,0,0,44874,6363.1332,44674,7531.14292,0,0,0,1168.00972,3.80528,1.365570828,419.154438,200,0,0,0.82,0.89,0.62,1270,0,V,TSIPOURA 2014,,Unchecked,,0,0,16.49,0,0,0,0,2,868,1.905932985,2.24163687,478,100-150,150-200
1400061600003,REGION1,SITE2,119_A4,119_TS_0513_104,TSIPOURA,7.53,8.62,KASTELLA,,2013,December,4/30/2014,5/28/2014,214.09,245.54,244,0.63,215.12,214.09,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,2325,0,0,43535,9320.40815,43455,10669.9407,0,0,0,1349.53255,27.63145,1.722818764,84.14324981,100,0,0,0.83,0.89,0.49,1820,0,A,TSIPOURA 2014,,Unchecked,,0,0,16.49,0,0,0,0,2,635,1.526809329,2.107277398,461,200-250,200-250
1400061600004,REGION1,SITE2,119_A6,119_TS_0413_102,TSIPOURA,5.55,6.37,CHILIADOU,,2013,December,4/30/2014,5/28/2014,185,212.78,210.24,1.21,185.85,185,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,1800,0,0,39850,7372.25,39730,8453.7494,0,0,0,1081.4994,11.5705,1.664355986,155.5680394,150,0,0,0.81,0.87,0.5,1800,0,A,TSIPOURA 2015,,Unchecked,,0,0,16.49,0,0,0,0,2,740,1.828514949,2.365594425,461,150-200,200-250
1400061600005,REGION1,SITE2,119_V9,119_TS_0513_104,TSIPOURA,6.17,7.37,KASTELLA,,2013,December,4/30/2014,5/28/2014,171.7,205.6,199.53,3.04,172.52,171.7,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,2065,0,0,44475,7636.3575,44335,9115.276,0,0,0,1478.9185,12.3167,1.3962906,167.6585449,140,0,0,0.88,0.96,0.64,1615,0,V,TSIPOURA 2014,,Unchecked,,0,0,16.49,0,0,0,0,2,735,1.726568006,1.816296712,461,150-200,200-250
1400104800000,REGION1,SITE2,119_A2,119_TS_0413_102,TSIPOURA,8.23,9.39,CHILIADOU,,2013,December,4/30/2014,5/29/2014,186.67,214,212.9,0.52,187.43,186.67,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,2105,0,0,44630,8331.0821,44430,9508.02,0,0,0,1176.9379,-3.5672,1.788539565,-590.0986768,200,0,0,0.81,0.87,0.47,2105,0,A,TSIPOURA 2015,,Unchecked,,0,0,16.51,0,0,0,0,2,880,1.94217612,2.448081915,478,150-200,200-250
1400968800000,REGION1,SITE2,119_50,119_TS_0812_101,TSIPOURA,10.03,10.81,KASTELLA,,2013,December,4/30/2014,6/18/2014,328.43,377.6,378.4,-0.21,329.05,328.43,"COLORLINE 5,0 mm",COLOR LINE,FEEDUS,7095,0,0,73675,24197.08025,69072,26081.5872,0,0,0,1884.50695,-1468.93865,3.764910498,-4.830017918,4603,0,0,0.58,0.62,0.28,6640,0,A,TSIPOURA 2014,,Unchecked,,0,0,17.23,0,0,0,0,2,6413,8.495727628,22.60128757,861,300-380,300-380
1400968800001,REGION1,SITE2,119_56,119_TS_0812_101,TSIPOURA,9.49,10.41,KASTELLA,,2013,December,4/30/2014,6/18/2014,322.93,375.7,374.52,0.32,323.66,322.93,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,7200,0,0,72759,23496.06387,68556,25756.4892,0,0,0,2260.42533,-1307.22891,3.185241248,-5.507834125,4203,0,0,0.6,0.64,0.31,6615,0,V,TSIPOURA 2014,,Unchecked,,0,0,17.23,0,0,0,0,2,6013,8.063672572,58.14060269,846,300-380,300-380
1400968800002,REGION1,SITE2,119_57,119_TS_0812_101,TSIPOURA,10.11,10.74,KASTELLA,,2013,December,4/30/2014,6/18/2014,313.63,353.5,365.75,-3.35,314.34,313.63,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,7095,0,0,71301,22362.13263,67184,23749.544,0,0,0,1387.41137,-1243.51407,5.113840173,-5.705604923,4117,0,0,0.63,0.67,0.24,6405,0,V,TSIPOURA 2014,,Unchecked,,0,0,17.23,0,0,0,0,2,5927,8.106851226,101.8658666,846,300-380,300-380
1400968800003,REGION1,SITE2,119_58,119_TS_0812_101,TSIPOURA,8.85,9.84,KASTELLA,,2013,December,4/30/2014,6/18/2014,284.42,337.01,327.48,2.91,285.02,284.42,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,5455,0,0,68824,19574.92208,64569,21760.39869,0,0,0,2185.47661,-1171.4657,2.496023053,-4.656559727,4255,0,0,0.54,0.59,0.35,4955,0,G,TSIPOURA 2014,,Unchecked,,0,0,17.23,0,0,0,0,2,6063,8.583927965,4.355096199,846,250-300,300-380
1400968800004,REGION1,SITE2,119_59,119_TS_0613_105,TSIPOURA,4.46,5.51,CHILIADOU,,2013,December,4/30/2014,6/18/2014,137.73,171.38,177.36,-3.37,138.25,137.73,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,5095,0,0,78055,10750.51515,77535,13287.9483,0,0,0,2537.43315,-31.3014,2.007934672,-162.7722722,520,0,0,0.87,0.97,0.45,4010,0,V,TSIPOURA 2015,,Unchecked,,0,0,17.23,0,0,0,0,2,1685,2.126988134,1.964956583,861,100-150,150-200
1400968800005,REGION1,SITE2,119_V5,119_TS_0413_102,TSIPOURA,8.88,10.86,CHILIADOU,,2013,December,4/30/2014,6/18/2014,150.12,184.66,189.91,-2.76,152.01,150.12,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,5041,0,0,78535,11789.6742,78080,14418.2528,0,0,0,2628.5786,79.2666,1.917766507,63.59551185,520,0,0,0.79,0.87,0.42,4545,0,V,TSIPOURA 2014,,Unchecked,,0,0,17.23,0,0,0,0,2,1625,2.038767957,1.917776204,842,150-200,150-200
1400968800006,REGION1,SITE2,119_V8,119_TS_0413_102,TSIPOURA,5.17,6.27,CHILIADOU,,2013,December,4/30/2014,6/18/2014,162.93,211.07,209.37,0.81,165.2,162.93,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,3145,0,0,42110,6860.9823,39420,8320.3794,0,0,0,1459.3971,-348.7983,2.154999486,-9.016672386,2720,0,0,0.85,0.96,0.53,2815,0,V,TSIPOURA 2014,,Unchecked,,0,0,17.23,0,0,0,0,2,4610,10.470134,2.225674867,842,150-200,200-250
1401012000000,REGION1,SITE2,119_A5,119_TS_0613_105,TSIPOURA,4.85,6.42,CHILIADOU,,2013,December,4/30/2014,6/19/2014,146.33,195.08,191.14,2.06,148.69,146.33,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,3285,0,0,43958,6432.37414,43693,8523.63044,0,0,0,2091.2563,64.33803,1.570826111,51.05844863,305,0,0,0.88,1.02,0.58,2960,0,V,TSIPOURA 2015,,Unchecked,,0,0,17.25,0,0,0,0,2,993,2.222172493,1.889248154,861,100-150,150-200
1401012000001,REGION1,SITE2,119_A7,119_TS_0613_105,TSIPOURA,7.13,8.43,CHILIADOU,,2013,December,4/30/2014,6/19/2014,190.38,243.05,247.12,-1.65,193.42,190.38,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,4200,0,0,46372,8828.30136,42940,10436.567,0,0,0,1608.26564,-522.84656,2.61150888,-8.032949476,3467,0,0,0.87,0.98,0.49,3715,0,A,TSIPOURA 2014,,Unchecked,,0,0,17.25,0,0,0,0,2,5362,11.10098961,2.537474636,861,150-200,200-250
1401012000002,REGION1,SITE2,119_V1,119_TS_0613_105,TSIPOURA,5.33,7.03,CHILIADOU,,2013,December,4/30/2014,6/19/2014,180.73,239.48,233.6,2.52,184.4,180.73,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,3630,0,0,39125,7071.06125,38945,9326.5486,0,0,0,2255.48735,110.39675,1.609408273,32.88140276,210,0,0,0.89,1.02,0.56,3245,0,A,TSIPOURA 2015,,Unchecked,,0,0,17.25,0,0,0,0,2,800,2.012831803,2.076142782,879,150-200,200-250
1401012000003,REGION1,SITE2,119_V3,119_TS_0613_105,TSIPOURA,5.02,6.12,CHILIADOU,,2013,December,4/30/2014,6/19/2014,144.58,189.96,193.75,-1.96,147.95,144.58,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,3400,0,0,46067,6660.36686,42742,8119.27032,0,0,0,1458.90346,-336.68796,2.33051747,-10.0983712,3360,0,0,0.92,1.05,0.55,3060,0,V,TSIPOURA 2014,,Unchecked,,0,0,17.25,0,0,0,0,2,5267,10.97085963,2.557433128,879,100-150,150-200
1401055200000,REGION1,SITE1,121_K10,121_TS_0913_99,TSIPOURA,2.62,3.46,KASTELLA,,2013,December,4/30/2014,6/20/2014,93.55,124.78,126.46,-1.33,108.1,93.55,BL 3.5 BREAM,VLUE LINE,FEEDUS,3170,0,0,61850,5786.0675,61375,7658.3725,0,0,0,1872.305,848.57,1.693100216,3.735696525,475,0,0,0.93,1,0.56,3170,0,V,TSIPOURA 2014,,Unchecked,,0,0,17.01,0,0,0,0,2,1966.29,2.987729173,2.045286043,867,50-100,100-150
1401055200001,REGION1,SITE1,121_K5,121_TS_0913_99,TSIPOURA,2.32,3.17,KASTELLA,,2013,December,4/30/2014,6/20/2014,89.85,123.41,121.8,1.32,104.58,89.85,BL 3.5 BREAM,VLUE LINE,FEEDUS,3080,0,0,62355,5602.59675,61880,7636.6108,0,0,0,2034.01405,868.81365,1.514247161,3.545064008,475,0,0,0.92,1,0.62,3080,0,A,TSIPOURA 2014,,Unchecked,,0,0,17.01,0,0,0,0,2,2167.04,3.244982686,1.517448863,867,50-100,100-150
1401357600000,REGION1,SITE1,121_T10,121_TS_0314_102,TSIPOURA,0.74,1.28,CHILIADOU,,2014,March,4/30/2014,6/27/2014,4.01,11.87,11.43,3.85,8.86,4.01,"BLUELINE 1,6 mm",VLUE LINE,FEEDUS,1282.5,0,0,147210,590.3121,143459,1702.85833,0,0,0,1112.54623,680.73464,1.152761086,1.883994033,3751,0,0,2.11,2.49,1.87,769,0,-,TSIPOURA 2014,,Unchecked,,0,0,17.17,0,0,0,0,2,6231,4.154,1.176396164,1013,0-20,0-20
1401357600001,REGION1,SITE1,121_T7,121_TS_0414_103,TSIPOURA,1.09,1.52,CHILIADOU,,2014,April,4/30/2014,6/27/2014,6.68,15.84,15.72,0.76,12.75,6.68,BLUELINE 2.0mm,VLUE LINE,FEEDUS,1424.5,0,0,129800,867.064,127150,2014.056,0,0,0,1146.992,754.0985,1.241944146,1.889010521,2650,0,0,1.8,2.04,1.49,488,0,-,TSIPOURA 2014,,Unchecked,,0,0,17.17,0,0,0,0,2,3850,2.938931298,1.2633044,978,0-20,0-20
1401357600002,REGION1,SITE1,121_T8,121_TS_0414_103,TSIPOURA,1.17,1.72,CHILIADOU,,2014,April,4/30/2014,6/27/2014,6.76,16.92,15.64,8.18,12.59,6.76,"BLUELINE 1,6 mm",VLUE LINE,FEEDUS,1485.5,0,0,137720,930.9872,134902,2282.54184,0,0,0,1351.55464,767.42898,1.099104658,1.935684003,2818,0,0,1.7,2.01,1.58,472,0,-,TSIPOURA 2014,,Unchecked,,0,0,17.17,0,0,0,0,2,4098,2.948201439,1.140625442,978,0-20,0-20
1401357600003,REGION1,SITE1,121_T9,121_TS_0314_102,TSIPOURA,0.78,1.07,CHILIADOU,,2014,March,4/30/2014,6/27/2014,5.27,12.4,13.47,-7.94,10.35,5.27,"BLUELINE 1,6 mm",VLUE LINE,FEEDUS,1151.5,0,0,117425,618.82975,114985,1425.814,0,0,0,806.98425,571.265,1.426917564,2.015701995,2440,0,0,2.05,2.27,1.48,654,0,-,TSIPOURA 2014,,Unchecked,,0,0,17.17,0,0,0,0,2,5015,4.179166667,1.379838884,1013,0-20,0-20
1402178400000,REGION1,SITE2,119_V9,119_TS_0513_104,TSIPOURA,7.37,7.97,KASTELLA,,2013,December,5/28/2014,6/18/2014,205.6,223.05,232.19,-3.94,207.27,205.6,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,1970,0,0,44335,9115.276,44240,9867.732,0,0,0,752.456,54.3488,2.618093284,36.24735045,95,0,0,0.99,1.03,0.39,1970,0,V,TSIPOURA 2014,,Unchecked,,0,0,18.2,0,0,0,0,2,830,1.949729857,1.95121973,364,200-250,200-250
1402221600000,REGION1,SITE2,119_A4,119_TS_0513_104,TSIPOURA,8.62,9.34,KASTELLA,,2013,December,5/28/2014,6/19/2014,245.54,266.24,273.65,-2.71,248.18,245.54,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,2195,0,0,43455,10669.9407,43395,11553.4848,0,0,0,883.5441,99.8304,2.484312894,21.98729044,80,0,0,0.9,0.93,0.37,2195,0,A,TSIPOURA 2014,,Unchecked,,0,0,18.21,0,0,0,0,2,695,1.671074778,2.175751916,383,200-250,250-300
1402264800000,REGION1,SITE1,121_K4,121_TS_0913_99,TSIPOURA,2.32,2.56,KASTELLA,,2013,December,5/28/2014,6/20/2014,89.8,99.63,102.44,-2.74,100.79,89.8,BL 3.5 BREAM,VLUE LINE,FEEDUS,1195,0,0,62355,5599.479,62070,6184.0341,0,0,0,584.5551,656.5563,2.044289751,1.820102861,285,0,0,0.88,0.88,0.45,1195,0,V,TSIPOURA 2015,,Unchecked,,0,0,17.9,0,0,0,0,2,2482.95,3.688896865,2.068541915,412,50-100,50-100
1402308000000,REGION1,SITE1,121_S5,121_TS_0913_99,TSIPOURA,3.7,4.24,KASTELLA,,2013,December,5/28/2014,6/21/2014,145.16,166.55,166.89,-0.2,164.36,145.16,BL 3.5 BREAM,VLUE LINE,FEEDUS,2180,0,0,61550,8934.598,61400,10226.17,0,0,0,1291.572,1157.106,1.68786564,1.884010627,150,0,0,0.95,0.96,0.57,2180,0,A,TSIPOURA 2015,,Unchecked,,0,0,17.88,0,0,0,0,2,1638.7,2.501916095,1.396558778,447,100-150,150-200
1402480800000,REGION1,SITE2,119_A1,119_TS_0413_102,TSIPOURA,5.67,6.34,CHILIADOU,,2013,December,5/28/2014,6/25/2014,168.58,188.87,201.58,-6.31,175.2,168.58,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,2310,0,0,44674,7531.14292,44534,8411.13658,0,0,0,879.99366,271.21388,2.625018912,8.517263202,140,0,0,1.04,1.08,0.41,2310,0,V,TSIPOURA 2014,,Unchecked,,0,0,18.32,0,0,0,0,2,1008,2.213341531,2.334024961,511,150-200,150-200
1402480800001,REGION1,SITE2,119_A6,119_TS_0413_102,TSIPOURA,6.37,6.96,CHILIADOU,,2013,December,5/28/2014,6/25/2014,212.78,233.04,242.68,-3.97,221.15,212.78,"SILVERLINE 5,0 mm",SILVER LINE,FEEDUS,2084,0,0,39730,8453.7494,39650,9240.036,0,0,0,786.2866,314.8481,2.650433061,6.619064876,110,0,0,0.84,0.86,0.32,2084,0,A,TSIPOURA 2015,,Unchecked,,0,0,18.32,0,0,0,0,2,820,2.026192241,2.431737691,494,200-250,200-250
1402524000000,REGION1,SITE2,119_A2,119_TS_0413_102,TSIPOURA,9.39,10.27,CHILIADOU,,2013,December,5/29/2014,6/25/2014,214,234.46,245.42,-4.47,223.07,214,"BLUELINE 5,0 mm",VLUE LINE,FEEDUS,2440,0,0,44430,9508.02,44350,10398.301,0,0,0,890.281,385.1345,2.740707709,6.335449044,80,0,0,0.91,0.93,0.34,2440,0,A,TSIPOURA 2015,,Unchecked,,0,0,18.37,0,0,0,0,2,960,2.118737586,2.519186622,477,200-250,200-250
