"","Middle","Region","Site","Unit","Batch","Species","Start.Fish.Density","End.Fish.Density","Hatchery","Lot.Quality","Origin.Year","Origin.Month","From","To","Start.Av..Wt.","End.Av.Wt.","Model.End.Av..Wt..Act..Feed","Av..Wt..Deviation....","Av..Wt..Before.Sampl.","Model.End.Av..Wt..Sugg..Feed","Actual.Feed","Feed.Category","Supplier","Period.Feed.Qty","Model.Feed.Qty","Feed.Deviation....","Opening.Fish.No","Opening.Biomass","Closing.Fish.No","Closing.Biomass","Harvest.Biomass","Transfer....Kg.","Transfer....Kg..1","Biomass.Produced","Biomass.Produced.Before.Sampl.","Econ..FCR.Period","Econ.FCR.Period.Before.Sampl.","Mortality.No","Model.Mortality.No","Mortality.Deviation....","SFR.Period....","SFR.Period.....Before.Sampl.","SGR.Period....","Max.Feed.Qty","Food.Price","Current.Grading","Feeding.Policy","Group.Tag","Vaccinated","Feeder","Feeding.Rate..Kg...Hour.","Fastings.No","Avg..Temp.","Avg..Oxygene","Transfer....No.","Transfer....No..1","Harvest..No.","Sampling..No.","LTD.Mortality.No","LTD.Mortality..","LTD.Econ..FCR","Period.Day.Degrees","Start.Av..Weight.Category","End.Av..Weight.Category","PRODUCT.TYPE","GROUPING.PROD..BGT"
"505",941366020000014,"GREECE","PETALAS","PEG21","L17/8/12B-NHR","BASS",7.01,8.15,"NIREUS","",2012,"August","31/03/13","30/04/13",87,102,101.01,0.98,101.15,99.56,"GR IR. PLUS 4,5 V","PLUS","IRIDA",2233,1964.164467,-13.69,80525,7005.675,79865,8146.23,0,0,0,1140.555,1072.66975,1.957818781,2.081721797,660,736,10.33,0.98,0.99,0.53,2233,1.184,"","GR BASS SMOOTHLY","","Unchecked",NA,0,6,15.92,0,0,0,0,2,4325,5.546649567,3.034487457,505,"A 1-300","A 1-300",NA,NA
"506",941368655200020,"GREECE","PETALAS","PEG21","L17/8/12B-NHR","BASS",8.15,10,"NIREUS","",2012,"August","30/04/13","31/05/13",102,126,125.32,0.54,125.25,128.8,"GR IR. PLUS 4,5 V","PLUS","IRIDA",3150,3620.418009,12.99,79865,8146.23,79380,10001.88,0,0,0,1855.65,1796.115,1.69751839,1.753785253,485,736,34.1,1.12,1.13,0.68,3150,1.185,"","GR BASS SMOOTHLY","","Unchecked",NA,0,8,17.97,0,0,0,0,2,4810,6.168643796,2.348773075,595,"A 1-300","A 1-300",NA,NA
"507",941372197600000,"GREECE","PETALAS","PEG07","L17/8/12B-NHR","BASS",4.14,4.33,"NIREUS","",2012,"August","21/06/13","30/06/13",146.89,154,154.09,-0.06,154.13,158.52,"GR IR. PLUS 4,5 V","PLUS","IRIDA",975,1586.741187,38.55,78965,11599.16885,78810,12136.74,0,0,0,537.57115,547.81645,1.813713403,1.779793214,155,230,32.61,0.91,0.91,0.53,975,1.185,"","GR BASS SMOOTHLY","PEG07\L17/8/12B-NHR","Unchecked",NA,0,4,21.67,0,0,1,0,1,5380,6.899647323,2.136557977,220,"A 1-300","A 1-300",NA,NA
"508",941384423200000,"GREECE","PETALAS","PEG07","L17/8/12B-NHR","BASS",4.33,9.61,"NIREUS","",2012,"August","30/06/13","31/03/14",154,420,409.81,2.49,442.52,459.04,"GR IR. PLUS 6 V","PLUS","IRIDA",38589.5,47498.53228,18.76,78810,12136.74,64037,26895.54,1125.98108,0,0,15884.78108,17326.89432,2.429337855,2.227144651,9865,3905,-152.62,0.74,0.69,0.37,19187.5,1.12,"","GR BASS SMOOTHLY","PEG07\L17/8/12B-NHR","Unchecked",NA,0,73,20.58,0,0,0,1,2,15245,19.55113819,2.350054215,5646,"A 1-300","C 365-600",NA,NA
"509",951360839600016,"GREECE","PETALAS","PEG19","L18/6/11","BASS",10.88,10.65,"VONITSA","",2011,"June","31/01/13","28/02/13",470,464,466.62,-0.56,466.52,466.3,"GR IR. PLUS 6 V","PLUS","IRIDA",1812.5,2669.483787,32.1,64822,30466.34,64297,29833.808,0,0,0,-632.532,-470.50356,-2.865467676,-3.852255656,525,116,-352.59,0.21,0.21,-0.05,1400,1.172,"","GR BASS SMOOTHLY","","Unchecked",NA,0,8,14.92,0,0,0,0,2,1070,1.63441123,-3.013037845,430,"C 365-600","C 365-600",NA,NA
"510",951363386600009,"GREECE","PETALAS","PEG19","L18/6/11","BASS",10.65,10.32,"VONITSA","",2011,"June","28/02/13","31/03/13",464,460,460.22,-0.05,461.35,458.46,"GR IR. PLUS 6 V","PLUS","IRIDA",2125,2934.735333,27.59,64297,29833.808,62802,28888.92,0,0,0,-944.888,-860.1053,-2.24894379,-2.470627724,1445,128,-1028.91,0.23,0.23,-0.03,2125,1.183,"","GR BASS SMOOTHLY","","Unchecked",NA,0,13,14.97,0,0,0,0,2,2515,3.841630134,-2.666931756,476,"C 365-600","C 365-600",NA,NA
"511",951366020000013,"GREECE","PETALAS","PEG19","L18/6/11","BASS",10.32,4.07,"VONITSA","",2011,"June","31/03/13","30/04/13",460,498,478.64,4.04,505.91,476.19,"GR IR. PLUS 6 V","PLUS","IRIDA",1487.5,1542.566923,3.57,62802,28888.92,22889,11398.722,18878.83596,0,0,1388.63796,1569.68995,1.071193531,0.947639373,1295,49,-2542.86,0.17,-2.89,0.26,1425,1.185,"","GR BASS SMOOTHLY","","Unchecked",NA,0,9,15.92,0,0,0,3,2,3810,5.819725969,-8.131339287,505,"C 365-600","C 365-600",NA,NA
"512",961358636400000,"GREECE","PETALAS","PEA09","L19/5/12A-HEL","BASS",3.16,3.38,"HELENIC","",2012,"May","08/01/13","31/01/13",122.09,132,126.63,4.24,128.18,127.48,"GR IR. PLUS 4,5 V","PLUS","IRIDA",975,1095.02142,10.96,72404,8839.80436,71749,9470.868,0,0,0,631.06364,356.98246,1.545010579,2.731226627,655,504,-29.96,0.46,0.47,0.34,975,1.153,"","GR BASS SMOOTHLY","","Unchecked",NA,0,5,15.81,0,0,1,0,1,1445,2.112851106,1.450653906,356,"A 1-300","A 1-300",NA,NA
"513",961360839600008,"GREECE","PETALAS","PEA09","L19/5/12A-HEL","BASS",3.38,3.47,"HELENIC","",2012,"May","31/01/13","28/02/13",132,136,137.22,-0.89,137.12,138.61,"GR IR. PLUS 4,5 V","PLUS","IRIDA",1150,1377.479259,16.51,71749,9470.868,71349,9703.464,0,0,0,232.596,312.50688,4.944195085,3.679918983,400,609,34.32,0.43,0.43,0.11,1100,1.168,"","GR BASS SMOOTHLY","","Unchecked",NA,0,8,14.92,0,0,0,0,2,1845,2.697723385,2.089479072,430,"A 1-300","A 1-300",NA,NA
"514",961363386600005,"GREECE","PETALAS","PEA09","L19/5/12A-HEL","BASS",3.47,3.62,"HELENIC","",2012,"May","28/02/13","31/03/13",136,143,142.82,0.13,143.3,143.51,"GR IR. PLUS 4,5 V","PLUS","IRIDA",1427.5,1555.463858,8.23,71349,9703.464,70894,10137.842,0,0,0,434.378,455.6462,3.286308238,3.132913212,455,672,32.29,0.46,0.46,0.16,1077.5,1.183,"","GR BASS SMOOTHLY","","Unchecked",NA,0,11,14.97,0,0,0,0,2,2300,3.363015601,2.385189922,476,"A 1-300","A 1-300",NA,NA
"515",961366020000006,"GREECE","PETALAS","PEA09","L19/5/12A-HEL","BASS",3.62,4.02,"HELENIC","",2012,"May","31/03/13","30/04/13",143,160,159.06,0.59,159.29,158.84,"GR IR. PLUS 4,5 V","PLUS","IRIDA",2462.5,2390.987746,-2.99,70894,10137.842,70409,11265.44,0,0,0,1127.598,1077.60761,2.183845661,2.285154612,485,651,25.5,0.77,0.77,0.37,2462.5,1.184,"","GR BASS SMOOTHLY","","Unchecked",NA,0,6,15.92,0,0,0,0,2,2785,4.072173239,2.30161564,505,"A 1-300","A 1-300",NA,NA
"516",961368655200009,"GREECE","PETALAS","PEA09","L19/5/12A-HEL","BASS",4.02,4.77,"HELENIC","",2012,"May","30/04/13","31/05/13",160,191,189.31,0.89,189.37,190.74,"GR IR. PLUS 4,5 V","PLUS","IRIDA",3800,3974.037166,4.38,70409,11265.44,69999,13369.809,0,0,0,2104.369,1990.27063,1.805766954,1.909288085,455,672,32.29,1,1,0.57,3800,1.185,"","GR BASS SMOOTHLY","","Unchecked",NA,0,7,17.97,0,0,0,0,2,3195,4.671667325,2.064431846,595,"A 1-300","A 1-300",NA,NA
"517",961372370400002,"GREECE","PETALAS","PEZ07","L19/5/12A-HEL","BASS",NA,NA,"HELENIC","",2012,"May","25/06/13","30/06/13",218.87,226,223.82,0.97,223.85,226.58,"GR IR. PLUS 4,5 V","PLUS","IRIDA",637.5,999.5110032,36.22,69709,15257.20883,69494,15705.644,0,0,0,448.43517,299.02307,1.421610174,2.131942529,215,78,-175.64,0.82,0.83,0.64,637.5,1.185,"","GR BASS SMOOTHLY","","Unchecked",NA,0,2,20.25,0,0,1,0,1,3605,5.27116141,1.968099719,126,"A 1-300","A 1-300",NA,NA
"518",9.61384596e+14,"GREECE","PETALAS","PED327","L19/5/12A-HEL","BASS",3.59,8.86,"HELENIC","",2012,"May","04/07/13","31/03/14",251.57,438,470.53,-6.91,449.27,541.97,"GR IR. PLUS 6 V","PLUS","IRIDA",102587,142883.4537,28.2,142834,35932.74938,202192,88560.096,0,0,18609.85125,34017.49537,36296.19921,3.015712911,2.826384091,14215,7521,-89,1.01,0.97,0.21,64312.5,1.12,"","GR BASS SMOOTHLY","PED327\L19/5/12A-HEL","Unchecked",NA,0,71,20.61,0,0,3,0,1,23920,10.71161485,2.523172538,5569,"A 1-300","C 365-600",NA,NA
"519",961396562400000,"GREECE","PETALAS","PED327","L19/5/12A-HEL","BASS",8.86,4.5,"HELENIC","",2012,"May","31/03/14","07/04/14",438,473.92,441.7,7.29,440.53,442.63,"GR P. AQUA III 6","AQUA III","PERSEUS",1775,2387.899593,25.67,202192,88560.096,95000,45022.4,0,50639.29,0,7101.594,3929.544,0.249943886,0.451706356,340,284,-19.72,-2.42,-4.84,1.13,1162.5,1.141,"","GR BASS SMOOTHLY","PED327\L19/5/12A-HEL","Unchecked",NA,0,2,16.46,0,1,0,0,2,24260,10.86387024,2.276257045,129,"C 365-600","C 365-600",NA,NA
"520",961396951200000,"GREECE","PETALAS","PED327","L19/5/12A-HEL","BASS",4.5,3.74,"HELENIC","",2012,"May","07/04/14","09/04/14",473.92,394,475.63,-17.16,474.65,475.84,"GR IR. PLUS 6 V","PLUS","IRIDA",450,511.653351,12.05,95000,45022.4,95000,37430,0,50639.29,0,43046.89,50708.64,0.010453717,0.008874227,0,18,100,-0.1,0,-9.23,450,1.12,"","GR BASS SMOOTHLY","PED327\L19/5/12A-HEL","Unchecked",NA,0,1,16.73,0,1,0,0,2,11417.77,10.86386911,3.012212738,50,"C 365-600","C 365-600",NA,NA
"521",971358463600006,"GREECE","PETALAS","PEZ04","L19/5/12B-HEL","BASS",10.9,11.4,"HELENIC","",2012,"May","04/01/13","31/01/13",138.7,146,146.27,-0.18,147.75,146.02,"GR IR. PLUS 4,5 V","PLUS","IRIDA",1637.5,1582.510868,-3.47,78563,10896.6881,78083,11400.118,0,0,0,503.4299,640.07515,3.252687216,2.55829335,480,644,25.47,0.54,0.54,0.19,1637.5,1.153,"","GR BASS SMOOTHLY","","Unchecked",NA,0,11,15.97,0,0,0,0,2,515,0.655232958,2.985615266,419,"A 1-300","A 1-300",NA,NA
"522",971360839600027,"GREECE","PETALAS","PEZ04","L19/5/12B-HEL","BASS",11.4,11.73,"HELENIC","",2012,"May","31/01/13","28/02/13",146,151,151.66,-0.44,151.68,152.9,"GR IR. PLUS 4,5 V","PLUS","IRIDA",1370,1580.606832,13.32,78083,11400.118,77693,11731.643,0,0,0,331.525,384.35624,4.13241837,3.564401608,390,667,41.53,0.42,0.42,0.12,1370,1.168,"","GR BASS SMOOTHLY","","Unchecked",NA,0,8,14.92,0,0,0,0,2,885,1.125982849,3.279051413,430,"A 1-300","A 1-300",NA,NA
"523",971364207400000,"GREECE","PETALAS","PEG08","L19/5/12B-HEL","BASS",4.27,4.33,"HELENIC","",2012,"May","19/03/13","31/03/13",154.62,157,156.93,0.04,157.13,157.74,"GR IR. PLUS 4,5 V","PLUS","IRIDA",537.5,717.213864,25.06,77358,11961.09396,77203,12120.871,0,0,0,159.77704,169.81343,3.364062822,3.165238462,275,299,8.03,0.37,0.37,0.13,537.5,1.183,"","GR BASS SMOOTHLY","","Unchecked",NA,0,5,15.04,0,0,1,0,1,1395,1.774854322,3.36301906,193,"A 1-300","A 1-300",NA,NA
"524",971366020000011,"GREECE","PETALAS","PEG08","L19/5/12B-HEL","BASS",4.33,4.78,"HELENIC","",2012,"May","31/03/13","30/04/13",157,175,173.93,0.62,174.16,173.29,"GR IR. PLUS 4,5 V","PLUS","IRIDA",2850,2723.67323,-4.64,77203,12120.871,76513,13389.775,0,0,0,1268.904,1204.63308,2.246032797,2.365865629,690,705,2.13,0.75,0.75,0.36,2850,1.184,"","GR BASS SMOOTHLY","","Unchecked",NA,0,6,15.92,0,0,0,0,2,2085,2.652739255,2.822429158,505,"A 1-300","A 1-300",NA,NA
"525",971368655200016,"GREECE","PETALAS","PEG08","L19/5/12B-HEL","BASS",4.78,5.54,"HELENIC","",2012,"May","30/04/13","31/05/13",175,204,202.79,0.6,202.7,205.78,"GR IR. PLUS 4,5 V","PLUS","IRIDA",3962.5,4386.502962,9.67,76513,13389.775,76063,15516.852,0,0,0,2127.077,2028.1951,1.862885077,1.953707511,450,664,32.23,0.89,0.89,0.49,3962.5,1.185,"","GR BASS SMOOTHLY","","Unchecked",NA,0,8,17.97,0,0,0,0,2,2535,3.225272908,2.366321522,595,"A 1-300","A 1-300",NA,NA
"526",971371290400015,"GREECE","PETALAS","PEG08","L19/5/12B-HEL","BASS",5.54,6.48,"HELENIC","",2012,"May","31/05/13","30/06/13",204,240,238.49,0.63,238.65,243.68,"GR IR. PLUS 4,5 V","PLUS","IRIDA",4850,5602.652829,13.43,76063,15516.852,75573,18137.52,0,0,0,2620.668,2518.64445,1.850673187,1.925639008,540,434,-24.42,0.96,0.97,0.54,4850,1.185,"","GR BASS SMOOTHLY","","Unchecked",NA,0,9,13.26,0,0,0,0,2,3025,3.84869844,2.182954299,640,"A 1-300","A 1-300",NA,NA
"527",981358463600002,"GREECE","PETALAS","PEA11","L21/5/12-HEL","BASS",9.78,10.31,"HELENIC","",2012,"May","04/01/13","31/01/13",128.19,136,135.5,0.37,136.91,135.2,"GR IR. PLUS 4,5 V","PLUS","IRIDA",1525,1455.193914,-4.8,76290,9779.6151,75785,10306.76,0,0,0,527.1449,596.10925,2.892942718,2.55825589,505,616,18.02,0.56,0.56,0.22,1525,1.153,"","GR BASS SMOOTHLY","","Unchecked",NA,0,11,15.97,0,0,0,0,2,535,0.700995807,3.230754927,419,"A 1-300","A 1-300",NA,NA
"528",981360839600009,"GREECE","PETALAS","PEA11","L21/5/12-HEL","BASS",10.31,10.63,"HELENIC","",2012,"May","31/01/13","28/02/13",136,141,141.51,-0.36,141.65,142.7,"GR IR. PLUS 4,5 V","PLUS","IRIDA",1285,1476.841398,12.99,75785,10306.76,75375,10627.875,0,0,0,321.115,370.10875,4.001681641,3.4719525,410,638,35.74,0.44,0.44,0.13,1285,1.168,"","GR BASS SMOOTHLY","","Unchecked",NA,0,8,14.92,0,0,0,0,2,945,1.238207547,3.417101809,430,"A 1-300","A 1-300",NA,NA
"529",981364250600000,"GREECE","PETALAS","PEA10","L21/5/12-HEL","BASS",10.91,11.09,"HELENIC","",2012,"May","20/03/13","31/03/13",145.14,148,147.54,0.31,147.64,148.08,"GR IR. PLUS 4,5 V","PLUS","IRIDA",537.5,641.0807307,16.16,75175,10910.8995,74945,11091.86,0,0,0,180.9605,153.9803,2.970261466,3.490706279,230,264,12.88,0.44,0.44,0.18,537.5,1.183,"","GR BASS SMOOTHLY","","Unchecked",NA,0,6,15.1,0,0,1,0,1,1375,1.801624738,3.316577217,179,"A 1-300","A 1-300",NA,NA
"530",981366020000007,"GREECE","PETALAS","PEA10","L21/5/12-HEL","BASS",11.09,12.21,"HELENIC","",2012,"May","31/03/13","30/04/13",148,164,163.1,0.55,163.33,164,"GR IR. PLUS 4,5 V","PLUS","IRIDA",2462.5,2573.311437,4.31,74945,11091.86,74435,12207.34,0,0,0,1115.48,1065.60855,2.207569835,2.310886113,510,682,25.22,0.71,0.71,0.34,2462.5,1.184,"","GR BASS SMOOTHLY","","Unchecked",NA,0,6,15.92,0,0,0,0,2,1885,2.469863732,2.809242202,505,"A 1-300","A 1-300",NA,NA
"531",981368655200010,"GREECE","PETALAS","PEA10","L21/5/12-HEL","BASS",12.21,14.29,"HELENIC","",2012,"May","30/04/13","31/05/13",164,193,192.35,0.34,192.48,194.84,"GR IR. PLUS 4,5 V","PLUS","IRIDA",3900,4231.703095,7.84,74435,12207.34,74040,14289.72,0,0,0,2082.38,2043.8792,1.872857019,1.908136254,460,704,34.66,0.95,0.95,0.53,3862.5,1.185,"","GR BASS SMOOTHLY","","Unchecked",NA,0,7,17.97,0,0,0,0,2,2280,2.987421384,2.355798583,595,"A 1-300","A 1-300",NA,NA
"532",981371290400010,"GREECE","PETALAS","PEA10","L21/5/12-HEL","BASS",14.29,16.76,"HELENIC","",2012,"May","31/05/13","30/06/13",193,228,225.83,0.96,226.04,232.59,"GR IR. PLUS 4,5 V","PLUS","IRIDA",4450,5387.196723,17.4,74040,14289.72,73505,16759.14,0,0,0,2469.42,2325.3502,1.802042585,1.913690248,585,482,-21.37,0.96,0.96,0.56,4450,1.185,"","GR BASS SMOOTHLY","","Unchecked",NA,0,10,13.26,0,0,0,0,2,2815,3.688417191,2.160173272,640,"A 1-300","A 1-300",NA,NA
"533",991360839600025,"GREECE","PETALAS","PEV16","L23/11/12-NHR","BASS",1.3,1.37,"NIREUS","",2012,"November","31/01/13","28/02/13",12.5,13.4,13.73,-2.4,13.83,15.04,"GR IR. POW. 2","POWER","IRIDA",315,613.0946702,48.62,104290,1303.625,102250,1370.15,0,0,0,66.525,110.4925,4.735062007,2.850872231,2040,1067,-91.19,0.84,0.83,0.25,315,1.686,"","GR BASS SMOOTHLY","PEV16\L23/11/12-NHR","Unchecked",NA,0,3,14.92,0,0,0,0,2,4470,4.188530735,2.895475013,430,"A 1-300","A 1-300",NA,NA
"534",991363386600018,"GREECE","PETALAS","PEV16","L23/11/12-NHR","BASS",1.37,1.57,"NIREUS","",2012,"November","28/02/13","31/03/13",13.4,15.5,15.45,0.32,15.44,16.28,"GR IR. POW. 2","POWER","IRIDA",499,699.3227877,28.65,102250,1370.15,101410,1571.855,0,0,0,201.705,195.6204,2.473909918,2.550858704,840,1152,27.08,1.1,1.1,0.47,499,1.698,"","GR BASS SMOOTHLY","PEV16\L23/11/12-NHR","Unchecked",NA,0,4,14.97,0,0,0,0,2,5310,4.975637181,2.68806398,476,"A 1-300","A 1-300",NA,NA
"535",991366020000024,"GREECE","PETALAS","PEV16","L23/11/12-NHR","BASS",1.57,2.17,"NIREUS","",2012,"November","31/03/13","30/04/13",15.5,21.5,21.23,1.27,21.3,22.64,"GR IR. POW. 2","POWER","IRIDA",915,1143.327252,19.97,101410,1571.855,100790,2166.985,0,0,0,595.13,574.972,1.537479206,1.591381841,620,1116,44.44,1.65,1.65,1.09,915,1.7,"","GR BASS SMOOTHLY","PEV16\L23/11/12-NHR","Unchecked",NA,0,2,15.92,0,0,0,0,2,5930,5.556596702,2.046779518,505,"A 1-300","A 1-300",NA,NA
"536",991368655200030,"GREECE","PETALAS","PEV16","L23/11/12-NHR","BASS",2.17,3.3,"NIREUS","",2012,"November","30/04/13","31/05/13",21.5,33,32.54,1.41,32.63,36.38,"GR IR. POW. 2","POWER","IRIDA",1475,1996.930063,26.14,100790,2166.985,100100,3303.3,0,0,0,1136.315,1099.278,1.298055557,1.341789793,690,1080,36.11,1.77,1.78,1.38,1425,1.702,"","GR BASS SMOOTHLY","PEV16\L23/11/12-NHR","Unchecked",NA,0,3,17.97,0,0,0,0,2,6620,6.203148426,1.647165043,595,"A 1-300","A 1-300",NA,NA
"537",991371290400029,"GREECE","PETALAS","PEV16","L23/11/12-NHR","BASS",3.3,5.18,"NIREUS","",2012,"November","31/05/13","30/06/13",33,52,51.49,0.99,51.34,53.48,"GR IR. SMART 3","SMART","IRIDA",2455,2728.774602,10.03,100100,3303.3,99520,5175.04,0,0,0,1871.74,1806.0568,1.311613793,1.359314945,580,906,35.98,1.96,1.98,1.52,1800,1.293,"","GR BASS SMOOTHLY","PEV16\L23/11/12-NHR","Unchecked",NA,0,3,13.26,0,0,0,0,2,7200,6.746626687,1.480802683,640,"A 1-300","A 1-300",NA,NA
"538",9.91373148e+14,"GREECE","PETALAS","PEV16","L23/11/12-NHR","BASS",1.85,1.88,"NIREUS","",2012,"November","05/07/13","08/07/13",52.11,49.86,52.11,-4.32,52.11,55.11,"","","",0,409.7832273,100,99320,5175.5652,105534,5261.92524,0,0,0,86.36004,323.81154,0,0,430,118,-264.41,0,0,-1.47,NA,0,"","GR BASS SMOOTHLY","PEV16\L23/11/12-NHR","Unchecked",NA,0,4,21,0,0,0,0,2,7700,7.215142429,1.5354161,84,"A 1-300","A 1-300",NA,NA
"539",991380882600000,"GREECE","PETALAS","PEV16","L23/11/12-NHR","BASS",1.88,8.08,"NIREUS","",2012,"November","08/07/13","31/12/13",49.86,234,213.62,9.54,210.98,238.76,"GR IR. PLUS 4,5 V","PLUS","IRIDA",27600,32288.42045,14.52,105534,5261.92524,96637,22613.058,0,0,0,17351.13276,15126.54902,1.590674245,1.824606522,8547,4938,-73.09,1.32,1.4,0.88,13437.5,1.144,"","GR BASS SMOOTHLY","PEV16\L23/11/12-NHR","Unchecked",NA,0,36,22.76,0,0,0,0,2,16081,15.0684033,1.579707432,4016,"A 1-300","A 1-300",NA,NA
"540",991393669800003,"GREECE","PETALAS","PEV16","L23/11/12-NHR","BASS",8.08,8.85,"NIREUS","",2012,"November","31/12/13","30/04/14",234,260,289.25,-10.11,280.49,318.98,"GR IR. PLUS 6 V","PLUS","IRIDA",12324.5,18902.10631,34.8,96637,22613.058,95342,24788.92,0,0,0,2175.862,4129.41958,5.664191939,2.984559879,1365,2178,37.33,0.43,0.42,0.09,7425,1.12,"","GR BASS SMOOTHLY","PEV16\L23/11/12-NHR","Unchecked",NA,0,37,16.44,0,0,0,0,2,17392,16.29685157,1.948778605,1982,"A 1-300","A 1-300",NA,NA
"541",991401530400013,"GREECE","PETALAS","PEV16","L23/11/12-NHR","BASS",8.85,11.05,"NIREUS","",2012,"November","30/04/14","01/07/14",260,328.04,331.37,-1,328.62,333.7,"GR IR. PLUS 6 V","PLUS","IRIDA",13837.5,14278.28167,3.09,95342,24788.92,94357,30952.87028,0,0,0,6163.95028,6218.67734,2.24490779,2.225151627,985,1134,13.14,0.8,0.8,0.37,13837.5,1.12,"","GR BASS SMOOTHLY","PEV16\L23/11/12-NHR","Unchecked",NA,0,13,18.95,0,0,0,0,2,18377,17.21982759,2.000709442,1189,"A 1-300","B 300-365",NA,NA
"542",991405504800030,"GREECE","PETALAS","PEV16","L23/11/12-NHR","BASS",11.05,12.36,"NIREUS","",2012,"November","01/07/14","31/07/14",328.04,368.59,369.75,-0.31,368.59,372.3,"GR IR. PLUS 6 V","PLUS","IRIDA",8325,8840.260248,5.83,94357,30952.87028,93917,34616.86703,0,0,0,3663.99675,3663.99675,2.272109002,2.272109002,485,558,13.08,0.85,0.85,0.39,8325,1.12,"","GR BASS SMOOTHLY","PEV16\L23/11/12-NHR","Unchecked",NA,0,8,22.85,0,0,0,0,2,18817,17.63212144,2.030377599,708,"B 300-365","C 365-600",NA,NA
"543",1001360839600020,"GREECE","PETALAS","PEV06","L25/6/12A","BASS",6.82,7.03,"VONITSA","",2012,"June","31/01/13","28/02/13",119,124,124.35,-0.28,124.27,125.26,"GR IR. PLUS 4,5 V","PLUS","IRIDA",930,1029.284207,9.65,57319,6820.961,56724,7033.776,0,0,0,212.815,228.13048,4.369992717,4.076614401,595,493,-20.69,0.48,0.48,0.15,930,1.168,"","GR BASS SMOOTHLY","PEV06\L25/6/12A","Unchecked",NA,0,8,14.92,0,0,0,0,2,4170,6.847965317,6.834388676,430,"A 1-300","A 1-300",NA,NA
"544",1001363386600013,"GREECE","PETALAS","PEV06","L25/6/12A","BASS",7.03,7.36,"VONITSA","",2012,"June","28/02/13","31/03/13",124,131,130.24,0.58,130.07,131.25,"GR IR. PLUS 4,5 V","PLUS","IRIDA",1027.5,1181.728629,13.05,56724,7033.776,56204,7362.724,0,0,0,328.948,276.67828,3.123594003,3.713699536,520,519,-0.19,0.46,0.46,0.18,827.5,1.183,"","GR BASS SMOOTHLY","PEV06\L25/6/12A","Unchecked",NA,0,11,14.97,0,0,0,0,2,4690,7.701908234,4.936903959,476,"A 1-300","A 1-300",NA,NA
"545",1001366020000018,"GREECE","PETALAS","PEV06","L25/6/12A","BASS",7.36,8.24,"VONITSA","",2012,"June","31/03/13","30/04/13",131,148,146.38,1.11,146.57,146.22,"GR IR. PLUS 4,5 V","PLUS","IRIDA",1837.5,1787.770625,-2.78,56204,7362.724,55689,8241.972,0,0,0,879.248,799.61273,2.089854057,2.297987427,515,496,-3.83,0.79,0.79,0.41,1837.5,1.184,"","GR BASS SMOOTHLY","PEV06\L25/6/12A","Unchecked",NA,0,6,15.92,0,0,0,0,2,5205,8.547640162,3.315233164,505,"A 1-300","A 1-300",NA,NA
"546",1001368655200024,"GREECE","PETALAS","PEV06","L25/6/12A","BASS",8.24,9.76,"VONITSA","",2012,"June","30/04/13","31/05/13",148,177,175.76,0.71,175.19,178.41,"GR IR. PLUS 4,5 V","PLUS","IRIDA",2800,3063.179728,8.59,55689,8241.972,55169,9764.913,0,0,0,1522.941,1423.08511,1.838547915,1.967556248,520,512,-1.56,1.01,1.01,0.58,2800,1.185,"","GR BASS SMOOTHLY","PEV06\L25/6/12A","Unchecked",NA,0,7,17.97,0,0,0,0,2,5725,9.401583079,2.557415069,595,"A 1-300","A 1-300",NA,NA
"547",1001371290400023,"GREECE","PETALAS","PEV06","L25/6/12A","BASS",9.76,11.49,"VONITSA","",2012,"June","31/05/13","30/06/13",177,210,209.21,0.38,209.39,216.12,"GR IR. PLUS 4,5 V","PLUS","IRIDA",3200,3904.121266,18.04,55169,9764.913,54719,11490.99,0,0,0,1726.077,1692.69841,1.853914976,1.890472621,450,430,-4.65,1.01,1.01,0.57,3200,1.185,"","GR BASS SMOOTHLY","PEV06\L25/6/12A","Unchecked",NA,0,10,13.26,0,0,0,0,2,6175,10.14057214,2.304048908,640,"A 1-300","A 1-300",NA,NA
"548",1011360839600028,"GREECE","PETALAS","PEZ05","L25/6/12B","BASS",6.26,6.48,"VONITSA","",2012,"June","31/01/13","28/02/13",108,113,113.34,-0.3,113.42,113.94,"GR IR. PLUS 4,5 V","PLUS","IRIDA",930,976.9576791,4.81,57946,6258.168,57366,6482.358,0,0,0,224.19,248.28372,4.148267095,3.745714781,580,493,-17.65,0.52,0.52,0.16,930,1.168,"","GR BASS SMOOTHLY","","Unchecked",NA,0,8,14.92,0,0,0,0,2,1365,2.324155897,3.639673176,430,"A 1-300","A 1-300",NA,NA
"549",1011363386600020,"GREECE","PETALAS","PEZ05","L25/6/12B","BASS",6.48,6.76,"VONITSA","",2012,"June","28/02/13","31/03/13",113,119,119.22,-0.18,119.24,119.94,"GR IR. PLUS 4,5 V","PLUS","IRIDA",1027.5,1132.872217,9.3,57366,6482.358,56791,6758.129,0,0,0,275.771,289.40084,3.725917519,3.5504389,575,544,-5.7,0.5,0.5,0.17,827.5,1.183,"","GR BASS SMOOTHLY","","Unchecked",NA,0,11,14.97,0,0,0,0,2,1940,3.303195927,3.621350261,476,"A 1-300","A 1-300",NA,NA
