Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Proteins_Avg;Lipids_Avg;Vitamin_Mineral_Premix;Digestible_Energy;Period Feed Qty;Model Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;PRODUCT TYPE;GROUPING PROD. BGT
GREECE;PETALAS;PE_21;L17/8/12B-NHR;BASS;7.01;8.15;NIREUS;;2012;August;31/03/13;30/04/13;87;102;101.01;0.98;101.15;99.56;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;2233;1964.164467;-13.69;80525;7005.675;79865;8146.23;0;0;0;1140.555;1072.66975;1.957818781;2.081721797;660;736;10.33;0.98;0.99;0.53;2233;1.184;;GR BASS SMOOTHLY;;Unchecked;;0;6;15.92;0;0;0;0;2;4325;5.546649567;3.034487457;100;A 1-300;A 1-300;;
GREECE;PETALAS;PE_09;L19/5/12A-HEL;BASS;3.62;4.02;HELENIC;;2012;May;31/03/13;30/04/13;143;160;159.06;0.59;159.29;158.84;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;2462.5;2390.987746;-2.99;70894;10137.842;70409;11265.44;0;0;0;1127.598;1077.60761;2.183845661;2.285154612;485;651;25.5;0.77;0.77;0.37;2462.5;1.184;;GR BASS SMOOTHLY;;Unchecked;;0;6;15.92;0;0;0;0;2;2785;4.072173239;2.30161564;256;A 1-300;A 1-300;;
GREECE;PETALAS;PE_08;L19/5/12B-HEL;BASS;4.33;4.78;HELENIC;;2012;May;31/03/13;30/04/13;157;175;173.93;0.62;174.16;173.29;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;2850;2723.67323;-4.64;77203;12120.871;76513;13389.775;0;0;0;1268.904;1204.63308;2.246032797;2.365865629;690;705;2.13;0.75;0.75;0.36;2850;1.184;;GR BASS SMOOTHLY;;Unchecked;;0;6;15.92;0;0;0;0;2;2085;2.652739255;2.822429158;131;A 1-300;A 1-300;;
GREECE;PETALAS;PE_10;L21/5/12-HEL;BASS;11.09;12.21;HELENIC;;2012;May;31/03/13;30/04/13;148;164;163.1;0.55;163.33;164;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;2462.5;2573.311437;4.31;74945;11091.86;74435;12207.34;0;0;0;1115.48;1065.60855;2.207569835;2.310886113;510;682;25.22;0.71;0.71;0.34;2462.5;1.184;;GR BASS SMOOTHLY;;Unchecked;;0;6;15.92;0;0;0;0;2;1885;2.469863732;2.809242202;708;A 1-300;A 1-300;;
GREECE;PETALAS;PE_16;L23/11/12-NHR;BASS;1.57;2.17;NIREUS;;2012;November;31/03/13;30/04/13;15.5;21.5;21.23;1.27;21.3;22.64;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;915;1143.327252;19.97;101410;1571.855;100790;2166.985;0;0;0;595.13;574.972;1.537479206;1.591381841;620;1116;44.44;1.65;1.65;1.09;915;1.7;;GR BASS SMOOTHLY;PE_16\L23/11/12-NHR;Unchecked;;0;2;15.92;0;0;0;0;2;5930;5.556596702;2.046779518;1001;A 1-300;A 1-300;;
GREECE;PETALAS;PE_06;L25/6/12A;BASS;7.36;8.24;VONITSA;;2012;June;31/03/13;30/04/13;131;148;146.38;1.11;146.57;146.22;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;1837.5;1787.770625;-2.78;56204;7362.724;55689;8241.972;0;0;0;879.248;799.61273;2.089854057;2.297987427;515;496;-3.83;0.79;0.79;0.41;1837.5;1.184;;GR BASS SMOOTHLY;PE_06\L25/6/12A;Unchecked;;0;6;15.92;0;0;0;0;2;5205;8.547640162;3.315233164;1100;A 1-300;A 1-300;;
GREECE;PETALAS;PEZ05;L25/6/12B;BASS;6.76;7.66;VONITSA;;2012;June;31/03/13;30/04/13;119;136;134.47;1.14;134.74;133.56;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;1837.5;1697.116753;-8.27;56791;6758.129;56316;7658.976;0;0;0;900.847;829.88884;2.039747038;2.214151958;475;501;5.19;0.85;0.85;0.45;1837.5;1.184;;GR BASS SMOOTHLY;;Unchecked;;0;6;15.92;0;0;0;0;2;2415;4.111968126;2.8235443;2552;A 1-300;A 1-300;;
GREECE;PETALAS;PE_02;L29/3/12-HEL;BASS;5.04;5.52;HELENIC;;2012;March;31/03/13;30/04/13;172;190;188.72;0.68;188.97;188.64;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3050;3010.062615;-1.33;82031;14109.332;81401;15466.19;0;0;0;1356.858;1273.01497;2.247840231;2.395886986;630;744;15.32;0.69;0.69;0.33;3050;1.184;BIG;GR BASS SMOOTHLY;PE_02\L29/3/12-HEL;Unchecked;;0;6;15.92;0;0;0;0;2;1905;2.286750054;2.223569152;1189;A 1-300;A 1-300;;
GREECE;PETALAS;PE_04;L29/3/12-HEL;BASS;15.07;;HELENIC;;2012;March;31/03/13;15/04/13;172;181.11;178.21;1.63;178.48;178.54;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;1300;1390.985669;6.54;87593;15065.996;0;0;0;15839.51;0;773.514;773.514;1.68064185;1.68064185;135;390;65.38;0;0;0.34;1300;1.184;BIG;GR BASS SMOOTHLY;;Unchecked;;0;5;15.94;0;1;0;0;2;1455;1.634592884;2.039448887;962;A 1-300;A 1-300;;
GREECE;PETALAS;AKS01;L5/7/12-HEL;BASS;4.16;4.67;HELENIC;;2012;July;31/03/13;30/04/13;177;200;192.63;3.83;192.69;193.74;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;2300;2445.806041;5.96;65844;11654.388;65409;13081.8;0;0;0;1427.412;949.27221;1.611307737;2.422908809;435;589;26.15;0.62;0.63;0.41;2300;1.184;;GR BASS SMOOTHLY;AKS01\L5/7/12-HEL;Unchecked;;0;6;15.92;0;0;0;0;2;12240;17.21591628;1.617789169;430;C 365-600;C 365-600;;
GREECE;PETALAS;AKS02;L6/7/12-VER;BASS;5.82;6.57;VONITSA;;2012;July;31/03/13;30/04/13;187;212;204.91;3.46;205.01;203.84;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3537.5;3299.46005;-7.21;87200;16306.4;86745;18389.94;0;0;0;2083.54;1477.19245;1.697831575;2.394745519;455;766;40.6;0.68;0.69;0.42;3537.5;1.184;;GR BASS SMOOTHLY;AKS02\L6/7/12-VER;Unchecked;;0;6;15.92;0;0;0;0;2;1970;2.220594037;1.771412119;640;A 1-300;A 1-300;;
GREECE;PETALAS;PE_13;L8/11/12A-NHR;BASS;2.22;2.98;NIREUS;;2012;November;31/03/13;30/04/13;23;31;30.85;0.49;30.73;31.67;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1229;1370.807605;10.34;96710;2224.33;96080;2978.48;0;0;0;754.15;728.2084;1.629649274;1.687703685;630;1036;39.19;1.59;1.59;0.99;1229;1.7;;GR BASS SMOOTHLY;PE_13\L8/11/12A-NHR;Unchecked;;0;2;15.92;0;0;0;0;2;4780;4.739242514;2.174681129;1260;A 1-300;A 1-300;;
GREECE;PETALAS;PE_14;L8/11/12B-NHR;BASS;2.05;2.74;NIREUS;;2012;November;31/03/13;30/04/13;20;27;26.22;2.97;26.29;28;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1023;1326.458629;22.88;102475;2049.5;101325;2735.775;0;0;0;686.275;614.33425;1.490656078;1.665217266;1150;1116;-3.05;1.44;1.46;1;1023;1.7;;GR BASS SMOOTHLY;PE_14\L8/11/12B-NHR;Unchecked;;0;2;15.92;0;0;0;0;2;5755;5.374486365;2.019927022;523;C 365-600;C 365-600;;
GREECE;PETALAS;PE_03;BAS09042013NIR_;BASS;0.26;0.45;NIREUS;;2013;April;09/04/13;30/04/13;2.37;4.1;4.44;-7.66;4.47;4.05;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;298.5;238.6103534;-25.1;110000;260.7;109215;447.7815;0;0;0;187.0815;227.49105;1.595561293;1.312139533;785;1462;46.31;4.11;3.92;2.61;298.5;2.017;;GR BASS SMOOTHLY;PE_03\BAS09042013NIR_;Unchecked;;0;0;15.99;0;0;0;0;1;785;0.713636364;1.595561293;1189;A 1-300;A 1-300;;
GREECE;PETALAS;PE_06;BAS09042013NIR_;BASS;0.26;0.44;NIREUS;;2013;April;09/04/13;30/04/13;2.37;4;4.46;-10.31;4.44;4.05;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;301.5;238.6106221;-26.36;110000;260.7;109240;436.96;0;0;0;176.26;224.3256;1.710541246;1.344028501;760;1460;47.95;4.21;3.97;2.49;301.5;2.017;;GR BASS SMOOTHLY;PE_06\BAS09042013NIR_;Unchecked;;0;0;15.99;0;0;0;0;1;760;0.690909091;1.710541246;708;A 1-300;A 1-300;;
GREECE;PETALAS;PE_03;L10/5/12-NHR;BASS;6.31;6.74;NIREUS;;2012;May;10/04/13;30/04/13;174.63;187;186.45;0.29;186.28;187.13;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;2587.5;2684.601203;3.62;101203;17673.07989;100883;18865.121;0;0;0;1192.04111;1119.40535;2.170646615;2.311495117;390;630;38.1;0.71;0.71;0.34;2587.5;1.184;;GR BASS SMOOTHLY;PE_03\L10/5/12-NHR;Unchecked;;0;3;16;0;0;1;0;1;1925;1.87242238;2.883447575;479;C 365-600;C 365-600;;
GREECE;PETALAS;PE_14;BAS11042013NIR;BASS;0.3;0.45;NIREUS;;2013;April;11/04/13;30/04/13;2.55;3.8;4.28;-11.21;4.29;4.17;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;264.5;246.1339362;-7.46;119000;303.45;118050;448.59;0;0;0;145.14;202.9845;1.822378393;1.303055159;950;1352;29.73;3.75;3.51;2.1;264.5;2.017;;GR BASS SMOOTHLY;PE_14\BAS11042013NIR;Unchecked;;0;0;16;0;0;0;0;1;950;0.798319328;1.822378393;22;A 1-300;A 1-300;;
GREECE;PETALAS;PE_15;L29/3/12-HEL;BASS;5.22;5.55;HELENIC;;2012;March;13/04/13;30/04/13;178;190;188.04;1.04;187.84;189.09;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;1750;1908.105365;8.29;82073;14608.994;81768;15535.92;0;0;0;926.926;750.30712;1.887960851;2.33237824;365;432;15.51;0.68;0.69;0.38;1750;1.184;BIG;GR BASS SMOOTHLY;PE_15\L29/3/12-HEL;Unchecked;;0;3;15.98;0;0;1;0;1;1715;2.02999444;2.332833424;2314;A 1-300;A 1-300;;
GREECE;PETALAS;PE_16;L29/3/12-HEL;BASS;4.17;4.33;HELENIC;;2012;March;23/04/13;30/04/13;141.03;147;145.72;0.88;145.85;146.7;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;737.5;878.436181;16.04;82782;11674.74546;82567;12137.349;0;0;0;462.60354;367.65149;1.594237692;2.005975822;375;192;-95.31;0.89;0.89;0.59;737.5;1.184;;GR BASS SMOOTHLY;PE_16\L29/3/12-HEL;Unchecked;;0;1;17.42;0;0;1;0;1;2150;2.53786165;50.95621982;962;A 1-300;B 300-365;;
GREECE;PETALAS;AKK01;BAS01032013NIR;BASS;0.97;1.81;NIREUS;;2013;March;30/04/13;31/05/13;9;17;17.23;-1.33;17.12;19.07;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;1099;1348.305753;18.49;107775;969.975;106735;1814.495;0;0;0;844.52;857.3282;1.301330934;1.281889479;1040;1281;18.81;2.63;2.62;2.05;749;2.018;;GR BASS SMOOTHLY;AKK01\BAS01032013NIR;Unchecked;;0;3;17.97;0;0;0;0;2;3265;2.968181818;1.379400993;470;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ02;BAS02032013NIR;BASS;0.92;1.82;NIREUS;;2013;March;30/04/13;31/05/13;8.5;17;16.67;1.98;16.5;18.27;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;1091.5;1308.072769;16.56;108315;920.6775;106990;1818.83;0;0;0;898.1525;844.6575;1.215272462;1.292239754;1125;1307;13.93;2.67;2.71;2.24;754;2.018;;GR BASS SMOOTHLY;AKZ02\BAS02032013NIR;Unchecked;;0;3;17.97;0;0;0;0;2;2810;2.554545455;1.338373447;505;A 1-300;A 1-300;;
GREECE;PETALAS;PE_03;BAS09042013NIR_;BASS;0.45;1.06;NIREUS;;2013;April;30/04/13;31/05/13;4.1;10;9.47;5.6;9.35;10.52;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;672;806.7016728;16.7;109215;447.7815;106105;1061.05;0;0;0;613.2685;544.30025;1.095768004;1.234612698;3110;1631;-90.68;3.05;3.17;2.88;672;2.018;;GR BASS SMOOTHLY;PE_03\BAS09042013NIR_;Unchecked;;0;2;17.97;0;0;0;0;2;3895;3.540909091;1.191353783;1189;A 1-300;B 300-365;;
GREECE;PETALAS;PE_06;BAS09042013NIR_;BASS;0.44;1.06;NIREUS;;2013;April;30/04/13;31/05/13;4;10;9.46;5.71;9.45;10.28;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;682;787.572372;13.4;109240;436.96;105925;1059.25;0;0;0;622.29;564.03125;1.095952048;1.209152862;3365;1626;-106.95;3.13;3.23;2.96;682;2.018;;GR BASS SMOOTHLY;PE_06\BAS09042013NIR_;Unchecked;;0;2;17.97;0;0;0;0;2;4075;3.704545455;1.211570972;708;A 1-300;A 1-300;;
GREECE;PETALAS;PE_14;BAS11042013NIR;BASS;0.45;1.15;NIREUS;;2013;April;30/04/13;31/05/13;3.8;10;9.29;7.64;9.21;9.91;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;741.5;827.4229855;10.38;118050;448.59;115405;1154.05;0;0;0;705.46;614.29005;1.051087234;1.207084503;2925;1775;-64.79;3.2;3.36;3.12;741.5;2.018;;GR BASS SMOOTHLY;PE_14\BAS11042013NIR;Unchecked;;0;2;17.97;0;0;0;0;2;3595;3.021008403;1.161533036;1533;A 1-300;A 1-300;;
GREECE;PETALAS;PE_05;BAS29042013NIR;BASS;0.27;0.61;NIREUS;;2013;April;30/04/13;31/05/13;2.45;6;5.97;0.5;5.96;7.07;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;415.5;548.5102839;24.25;110000;269.5;101300;607.8;0;0;0;338.3;334.248;1.228199823;1.243088964;8700;1786;-387.12;3.22;3.23;2.89;415.5;2.018;;GR BASS SMOOTHLY;PE_05\BAS29042013NIR;Unchecked;;0;2;17.97;0;0;0;0;2;8700;7.909090909;1.211466436;190;A 1-300;A 1-300;;
GREECE;PETALAS;PE_05;L1/12/12A-NHR;BASS;2.53;3.71;NIREUS;;2012;December;30/04/13;31/05/13;23;34;33.37;1.89;33.46;38.33;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1517;2255.260826;32.74;109915;2528.045;109155;3711.27;0;0;0;1183.225;1124.2813;1.282089205;1.349306441;760;1136;33.1;1.59;1.6;1.26;1467;1.702;;GR BASS SMOOTHLY;PE_05\L1/12/12A-NHR;Unchecked;;0;3;17.97;0;0;0;0;2;14135;11.464839;1.658549773;1712;A 1-300;A 1-300;;
GREECE;PETALAS;PE_15;L1/12/12B-NHR;BASS;1.32;1.94;NIREUS;;2012;December;30/04/13;31/05/13;18.7;28;27.91;0.32;27.94;32.64;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;846;1291.080385;34.47;70555;1319.3785;69425;1943.9;0;0;0;624.5215;620.356;1.35463711;1.363733082;1130;775;-45.81;1.69;1.7;1.3;846;1.702;;GR BASS SMOOTHLY;PE_15\L1/12/12B-NHR;Unchecked;;0;3;17.97;0;0;0;0;2;8195;10.55784592;1.647467005;449;C 365-600;C 365-600;;
GREECE;PETALAS;PE_08;L10/4/12A-NHR;BASS;5.83;6.72;NIREUS;;2012;April;30/04/13;31/05/13;204;237;236.08;0.39;236.15;235.92;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4925;4885.624142;-0.81;79993;16318.572;79423;18823.251;0;0;0;2504.679;2437.16945;1.966319836;2.02078686;570;480;-18.75;0.91;0.91;0.48;4925;1.185;;GR BASS SMOOTHLY;PE_08\L10/4/12A-NHR;Unchecked;;0;7;17.97;0;0;0;0;2;2460;3.004286604;2.468607816;708;A 1-300;A 1-300;;
GREECE;PETALAS;PE_04;L10/4/12B-NHR;BASS;6.03;6.91;NIREUS;;2012;April;30/04/13;31/05/13;191;220;220.13;-0.06;220.11;222.1;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4875;5195.366148;6.17;88349;16874.659;87909;19339.98;0;0;0;2465.321;2474.99099;1.97743012;1.96970414;440;622;29.26;0.87;0.87;0.46;4875;1.185;;GR BASS SMOOTHLY;PE_04\L10/4/12B-NHR;Unchecked;;0;8;17.97;0;0;0;0;2;2710;2.990542822;2.502814486;607;A 1-300;A 1-300;;
GREECE;PETALAS;PE_03;L10/5/12-NHR;BASS;6.74;7.75;NIREUS;;2012;May;30/04/13;31/05/13;187;216;215.23;0.36;215.19;217.89;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;5375;5871.792088;8.46;100883;18865.121;100438;21694.608;0;0;0;2829.487;2748.13222;1.899637637;1.95587387;445;762;41.6;0.86;0.86;0.47;5375;1.185;;GR BASS SMOOTHLY;PE_03\L10/5/12-NHR;Unchecked;;0;8;17.97;0;0;0;0;2;2370;2.305268073;2.399964534;950;A 1-300;A 1-300;;
GREECE;PETALAS;PE_03;L12/6/12A-NHR;BASS;4.8;5.62;NIREUS;;2012;June;30/04/13;31/05/13;167;197;196.55;0.23;196.55;197.82;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4400;4575.101695;3.83;80414;13429.138;79864;15733.208;0;0;0;2304.07;2268.1312;1.909664203;1.939923052;550;760;27.63;0.98;0.98;0.53;4400;1.185;;GR BASS SMOOTHLY;PE_03\L12/6/12A-NHR;Unchecked;;0;7;17.97;0;0;0;0;2;3020;3.643646542;2.398744897;3901;B 300-365;C 365-600;;
GREECE;PETALAS;PE_12;L12/6/12B-NHR;BASS;4.88;5.69;NIREUS;;2012;June;30/04/13;31/05/13;178;209;207.47;0.74;207.44;208.76;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4237.5;4405.370662;3.81;76764;13663.992;76179;15921.411;0;0;0;2257.419;2138.57976;1.877143765;1.981455207;585;648;9.72;0.93;0.93;0.52;4212.5;1.185;;GR BASS SMOOTHLY;PE_12\L12/6/12B-NHR;Unchecked;;0;7;17.97;0;0;0;0;2;8075;9.584114701;2.788074873;1088;A 1-300;A 1-300;;
GREECE;PETALAS;PE_07;L16/6/12A-HEL;BASS;4.16;4.92;HELENIC;;2012;June;30/04/13;31/05/13;158;188;186.99;0.54;187.14;188.71;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3925;4144.375396;5.29;73754;11653.132;73224;13766.112;0;0;0;2112.98;2050.00736;1.857566091;1.914627272;530;699;24.18;1;1;0.56;3925;1.185;;GR BASS SMOOTHLY;PE_07\L16/6/12A-HEL;Unchecked;;0;7;17.97;0;0;0;0;2;3505;4.568025127;2.295864198;953;A 1-300;A 1-300;;
GREECE;PETALAS;PE_04;L16/6/12B-HEL;BASS;3.35;4.03;HELENIC;;2012;June;30/04/13;31/05/13;136;165;163.22;1.09;163.2;165.9;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3350;3675.404186;8.85;68955;9377.88;68405;11286.825;0;0;0;1908.945;1785.816;1.754896029;1.875893149;550;640;14.06;1.05;1.05;0.62;3350;1.185;;GR BASS SMOOTHLY;PE_04\L16/6/12B-HEL;Unchecked;;0;7;17.97;0;0;0;0;2;5200;6.286418917;3.060671139;1969;A 1-300;A 1-300;;
GREECE;PETALAS;PE_17;L17/8/12A-NHR;BASS;9.05;10.89;NIREUS;;2012;August;30/04/13;31/05/13;113;137;136.06;0.69;135.94;141.04;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3175;3864.617261;17.84;80119;9053.447;79504;10892.048;0;0;0;1838.601;1754.32676;1.726856452;1.809811075;615;739;16.78;1.03;1.03;0.62;3175;1.185;;GR BASS SMOOTHLY;PE_17\L17/8/12A-NHR;Unchecked;;0;8;17.97;0;0;0;0;2;4070;5.42088439;1.910084394;2713;A 1-300;A 1-300;;
GREECE;PETALAS;PE_21;L17/8/12B-NHR;BASS;8.15;10;NIREUS;;2012;August;30/04/13;31/05/13;102;126;125.32;0.54;125.25;128.8;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3150;3620.418009;12.99;79865;8146.23;79380;10001.88;0;0;0;1855.65;1796.115;1.69751839;1.753785253;485;736;34.1;1.12;1.13;0.68;3150;1.185;;GR BASS SMOOTHLY;;Unchecked;;0;8;17.97;0;0;0;0;2;4810;6.168643796;2.348773075;74;A 1-300;A 1-300;;
GREECE;PETALAS;PE_09;L19/5/12A-HEL;BASS;4.02;4.77;HELENIC;;2012;May;30/04/13;31/05/13;160;191;189.31;0.89;189.37;190.74;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3800;3974.037166;4.38;70409;11265.44;69999;13369.809;0;0;0;2104.369;1990.27063;1.805766954;1.909288085;455;672;32.29;1;1;0.57;3800;1.185;;GR BASS SMOOTHLY;;Unchecked;;0;7;17.97;0;0;0;0;2;3195;4.671667325;2.064431846;708;A 1-300;A 1-300;;
GREECE;PETALAS;PE_08;L19/5/12B-HEL;BASS;4.78;5.54;HELENIC;;2012;May;30/04/13;31/05/13;175;204;202.79;0.6;202.7;205.78;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3962.5;4386.502962;9.67;76513;13389.775;76063;15516.852;0;0;0;2127.077;2028.1951;1.862885077;1.953707511;450;664;32.23;0.89;0.89;0.49;3962.5;1.185;;GR BASS SMOOTHLY;;Unchecked;;0;8;17.97;0;0;0;0;2;2535;3.225272908;2.366321522;1257;A 1-300;A 1-300;;
GREECE;PETALAS;PE_10;L21/5/12-HEL;BASS;12.21;14.29;HELENIC;;2012;May;30/04/13;31/05/13;164;193;192.35;0.34;192.48;194.84;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3900;4231.703095;7.84;74435;12207.34;74040;14289.72;0;0;0;2082.38;2043.8792;1.872857019;1.908136254;460;704;34.66;0.95;0.95;0.53;3862.5;1.185;;GR BASS SMOOTHLY;;Unchecked;;0;7;17.97;0;0;0;0;2;2280;2.987421384;2.355798583;708;A 1-300;A 1-300;;
GREECE;PETALAS;PE_16;L23/11/12-NHR;BASS;2.17;3.3;NIREUS;;2012;November;30/04/13;31/05/13;21.5;33;32.54;1.41;32.63;36.38;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1475;1996.930063;26.14;100790;2166.985;100100;3303.3;0;0;0;1136.315;1099.278;1.298055557;1.341789793;690;1080;36.11;1.77;1.78;1.38;1425;1.702;;GR BASS SMOOTHLY;PE_16\L23/11/12-NHR;Unchecked;;0;3;17.97;0;0;0;0;2;6620;6.203148426;1.647165043;634;A 1-300;A 1-300;;
GREECE;PETALAS;PE_06;L25/6/12A;BASS;8.24;9.76;VONITSA;;2012;June;30/04/13;31/05/13;148;177;175.76;0.71;175.19;178.41;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;2800;3063.179728;8.59;55689;8241.972;55169;9764.913;0;0;0;1522.941;1423.08511;1.838547915;1.967556248;520;512;-1.56;1.01;1.01;0.58;2800;1.185;;GR BASS SMOOTHLY;PE_06\L25/6/12A;Unchecked;;0;7;17.97;0;0;0;0;2;5725;9.401583079;2.557415069;990;A 1-300;A 1-300;;
GREECE;PETALAS;PE_02;L29/3/12-HEL;BASS;5.52;6.39;HELENIC;;2012;March;30/04/13;31/05/13;190;221;219.66;0.61;219.69;220.96;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4575;4763.983903;3.97;81401;15466.19;80966;17893.486;0;0;0;2427.296;2321.23054;1.884813389;1.970937363;435;579;24.87;0.89;0.89;0.49;4575;1.185;BIG;GR BASS SMOOTHLY;PE_02\L29/3/12-HEL;Unchecked;;0;8;17.97;0;0;0;0;2;2340;2.808921326;2.068234606;1189;A 1-300;A 1-300;;
GREECE;PETALAS;PE_12;L29/3/12-HEL;BASS;5.82;6.72;HELENIC;;2012;March;30/04/13;31/05/13;187;217;216.35;0.3;216.2;217.89;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4837.5;5071.621856;4.62;87093;16286.391;86678;18809.126;0;0;0;2522.735;2453.3926;1.917561694;1.971759432;465;652;28.68;0.89;0.89;0.48;4837.5;1.185;BIG;GR BASS SMOOTHLY;PE_12\L29/3/12-HEL;Unchecked;;0;7;17.97;0;0;0;0;2;2235;2.510869481;2.131075741;92;A 1-300;A 1-300;;
GREECE;PETALAS;PE_15;L29/3/12-HEL;BASS;5.55;6.39;HELENIC;;2012;March;30/04/13;31/05/13;190;220;218.85;0.53;218.84;220.96;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;4462.5;4780.183821;6.65;81768;15535.92;81268;17878.96;0;0;0;2343.04;2248.76912;1.90457696;1.984418925;500;579;13.64;0.86;0.87;0.47;4462.5;1.185;BIG;GR BASS SMOOTHLY;PE_15\L29/3/12-HEL;Unchecked;;0;8;17.97;0;0;0;0;2;2215;2.621829554;2.142125597;2055;A 1-300;A 1-300;;
GREECE;PETALAS;PE_16;L29/3/12-HEL;BASS;4.33;5.1;HELENIC;;2012;March;30/04/13;31/05/13;147;174;172.63;0.79;172.53;177.37;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;3825;4537.67576;15.71;82567;12137.349;82072;14280.528;0;0;0;2143.179;2022.53316;1.784731933;1.891192726;495;768;35.55;0.94;0.94;0.54;3825;1.185;;GR BASS SMOOTHLY;PE_16\L29/3/12-HEL;Unchecked;;0;8;17.97;0;0;0;0;2;2645;3.12216003;4.796631572;938;A 1-300;B 300-365;;
