Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Proteins_Avg;Lipids_Avg;Vitamin_Mineral_Premix;Digestible_Energy;Period Feed Qty;Model Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;PRODUCT TYPE;GROUPING PROD. BGT
GREECE;PETALAS;PE_14;BAS09102013NS;BASS;3.72;6.74;NIREUS;;2013;October;11/04/14;21/06/14;45.51;71.72;77.55;-7.52;72.01;88.83;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;4012.5;5438.916501;26.23;81790;3722.2629;93915;6735.5838;0;0;0;3013.3209;3040.55625;1.331587353;1.319659848;1685;1732;2.71;1.11;1.11;0.64;4012.5;1.224;;GR BASS SMOOTHLY;;Unchecked;;0;21;18.04;0;0;0;0;2;15830;16.48958333;1.637808403;694;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ08;BAS11042014VML(S7B);BASS;0.43;2.26;VONITSA;0-22%21,6;2014;April;11/04/14;01/07/14;3.9;20.76;21.25;-2.31;18.33;26.5;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;2350.5;3100.052085;24.18;110300;430.17;108955;2261.9058;0;0;0;1831.7358;1566.97515;1.283209074;1.500023788;1345;3718;63.82;2.63;2.84;2.06;1535;1.93;;GR BASS SMOOTHLY;;Unchecked;;0;5;18.41;0;0;0;0;1;1345;1.219401632;1.247177677;595;A 1-300;A 1-300;;
GREECE;PETALAS;PE_13;BAS14042014VML;BASS;0.34;1.61;VONITSA;23-41%20,6;2014;April;14/04/14;01/07/14;4.35;21.14;21.67;-2.45;16.92;26.92;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;1657.5;2181.438083;24.02;78100;339.735;76350;1614.039;0;0;0;1274.304;952.107;1.300710035;1.740875763;1700;2493;31.81;2.6;2.98;2.03;884;1.932;;GR BASS SMOOTHLY;;Unchecked;;0;5;18.48;0;0;0;0;1;1700;2.176696543;1.26146798;440;A 1-300;A 1-300;;
GREECE;PETALAS;PEZ03;BAS14042014VMLx;BASS;0.41;1.93;VONITSA;23-41%20,6;2014;April;14/04/14;01/07/14;4.27;20.27;20.83;-2.69;17.82;26.72;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1960;2696.641001;27.32;97100;414.617;95120;1928.0824;0;0;0;1513.4654;1280.4214;1.295041168;1.53074605;1980;3118;36.5;2.55;2.76;2;989;1.604;;GR BASS SMOOTHLY;;Unchecked;;0;5;18.48;0;0;0;0;1;1980;2.039134912;1.253739414;84;A 1-300;A 1-300;;
GREECE;PETALAS;PEZ05;BAS17042014VML;BASS;1.22;3.54;VONITSA;12-31%19,8;2014;April;17/04/14;01/07/14;8.12;24.45;24.98;-2.12;19.62;35.59;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;3118.5;5215.140575;40.2;149900;1217.188;144605;3535.59225;0;0;0;2318.40425;1619.9621;1.34510623;1.925045037;5295;4114;-28.71;1.91;2.17;1.47;2810.5;1.604;;GR BASS SMOOTHLY;;Unchecked;;0;4;18.55;0;0;0;0;1;5295;3.532354903;1.307360242;1248;A 1-300;A 1-300;;
GREECE;PETALAS;PE_15;BAS23042014VML;BASS;1.25;3.43;VONITSA;32-68%20,2;2014;April;23/04/14;01/07/14;9.14;26.26;26.72;-1.72;22.18;36.04;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;2938.5;4582.212431;35.87;136900;1251.266;130610;3429.8186;0;0;0;2178.5526;1645.6638;1.34883133;1.785601652;6290;3301;-90.55;1.97;2.17;1.53;2749.5;1.604;;GR BASS SMOOTHLY;;Unchecked;;0;4;18.72;0;0;0;0;1;6290;4.594594595;1.314401183;484;A 1-300;A 1-300;;
GREECE;PETALAS;PE_09;BAS27082013VMLEN;BASS;3.46;5.07;VONITSA;57-100%24,7;2013;August;23/04/14;01/07/14;95.94;142.23;144.11;-1.3;126.9;154.99;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;8237.5;10209.97996;19.32;100860;9676.5084;99775;14190.99825;0;0;0;4514.48985;2984.9391;1.824680146;2.759687794;1185;2085;43.17;1.01;1.08;0.57;8237.5;1.12;;GR BASS SMOOTHLY;PE_04\BAS27082013VMLEN;Unchecked;;0;20;18.72;0;0;1;0;1;13325;12.65432099;1.715340665;638;A 1-300;A 1-300;;
GREECE;PETALAS;AKK02;BAS01032013NIR;BASS;5.34;6.79;NIREUS;;2013;March;30/04/14;01/07/14;202.7;261;264.15;-1.19;238.1;267.96;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;8675;9232.29634;6.04;73780;14955.206;72790;18998.19;0;0;0;4042.984;2376.093;2.14569239;3.650951373;990;876;-13.01;0.83;0.87;0.41;6012.5;1.121;;GR BASS SMOOTHLY;AKK01\BAS01032013NIR;Unchecked;;0;15;18.95;0;0;0;0;2;54765;49.78636364;2.234391666;356;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ09;BAS01042014V__;BASS;1.18;1.97;VONITSA;44-63%14,3;2014;April;30/04/14;27/06/14;11.5;21.15;24.59;-13.99;19.27;35.58;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1636.5;3039.069005;46.15;102830;1182.545;93035;1967.69025;0;0;0;785.14525;610.23945;2.084327709;2.681734195;2795;1998;-39.89;1.83;1.92;1.05;1236.5;1.604;;GR BASS SMOOTHLY;;Unchecked;;0;5;18.77;0;0;0;0;2;3765;3.62716763;1.811357292;595;A 1-300;A 1-300;;
GREECE;PETALAS;AKS02;BAS01062013NIR;BASS;4.66;6.18;NIREUS;;2013;June;30/04/14;01/07/14;147.5;198.19;201.39;-1.59;182.81;211.45;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;8625;10294.57021;16.22;88396;13038.41;87276;17297.23044;0;0;0;4258.82044;2916.51556;2.025208651;2.957296069;1120;1558;28.11;0.92;0.96;0.48;8625;1.12;;GR BASS SMOOTHLY;AKS07\BAS01062013NIR;Unchecked;;0;17;18.95;0;0;0;0;2;95075.76;55.81143394;2.17274214;430;C 365-600;C 365-600;;
GREECE;PETALAS;AKS08;BAS01062013NIRx;BASS;5.07;6.42;NIREUS;;2013;June;30/04/14;01/07/14;178.1;228.17;231.35;-1.37;210.52;242.35;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;7925;9606.716527;17.51;79734;14200.6254;78839;17988.69463;0;0;0;3788.06923;2396.56088;2.092094816;3.306821899;895;1161;22.91;0.8;0.83;0.4;7850;1.12;;GR BASS SMOOTHLY;AKZ07\BAS01062013NIRx;Unchecked;;0;17;18.95;0;0;0;0;2;74298.23;56.43693804;1.88734352;60;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ07;BAS04042014VML (_10_);BASS;0.9;2.21;VONITSA;32-68%20,2;2014;April;30/04/14;01/07/14;7.19;19.87;20.53;-3.21;16.7;29.19;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;1967.5;3315.181755;40.65;124755;896.98845;111190;2209.3453;0;0;0;1312.35685;959.88455;1.499211133;2.049725668;3565;2912;-22.42;2.18;2.41;1.64;1018;1.932;;GR BASS SMOOTHLY;;Unchecked;;0;2;18.95;0;0;0;0;2;4410;3.511146497;1.37774979;595;A 1-300;A 1-300;;
GREECE;PETALAS;PE_02;BAS09042013NIR_;BASS;5.15;6.52;NIREUS;;2013;April;30/04/14;01/07/14;194.8;249.67;253.11;-1.36;211.88;259.29;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;8200;9088.423316;9.78;73965;14408.382;73135;18259.61545;0;0;0;3851.23345;1087.4618;2.129187988;7.540494756;885;946;6.45;0.81;0.88;0.4;6800;1.121;;GR BASS SMOOTHLY;PE_03\BAS09042013NIR_;Unchecked;;0;14;18.95;0;0;0;0;2;45205;41.09545455;2.101126599;1189;A 1-300;A 1-300;;
GREECE;PETALAS;AKS09;BAS14032014V__;BASS;1.21;2.6;VONITSA;22-43%15,1;2014;March;30/04/14;01/07/14;10.91;24.11;24.68;-2.31;20.6;37.07;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1900.5;3685.468434;48.43;110515;1205.71865;107790;2598.8169;0;0;0;1393.09825;1014.75535;1.364225388;1.872865218;2225;2366;5.96;1.69;1.84;1.28;1532.5;1.604;;GR BASS SMOOTHLY;;Unchecked;;0;3;18.95;0;0;0;0;2;4010;3.57079252;1.359579211;505;A 1-300;A 1-300;;
GREECE;PETALAS;PE_18;BAS19062013NIR;BASS;2.89;3.92;NIREUS;;2013;June;30/04/14;01/07/14;141;194.56;198.07;-1.77;173.28;204.29;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;5887.5;6547.844775;10.08;57386;8091.426;56346;10962.67776;0;0;0;2871.25176;1672.20888;2.050499396;3.520792211;1040;1034;-0.58;1;1.07;0.52;5887.5;1.12;;GR BASS SMOOTHLY;PE_11\BAS19062013NIR;Unchecked;;0;14;18.95;0;0;0;0;2;56820;51.65454545;2.130833214;403;A 1-300;A 1-300;;
GREECE;PETALAS;PE_06;BAS22052013NIR;BASS;6.32;6.57;NIREUS;;2013;May;30/04/14;13/05/14;172;179.04;180.52;-0.82;179.47;182.98;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;1675;2153.767572;22.23;102958;17708.776;102728;18392.42112;0;0;0;683.64512;727.81816;2.450101597;2.30139902;230;420;45.24;0.71;0.71;0.31;1675;1.121;;GR BASS SMOOTHLY;AKS04\BAS22052013NIR;Unchecked;;0;4;17.6;0;0;0;0;2;49328.72;35.3993666;1.948161306;1831;A 1-300;A 1-300;;
GREECE;PETALAS;AKS03;BAS22052013NIRx;BASS;5.23;6.76;NIREUS;;2013;May;30/04/14;01/07/14;168.9;220.74;224.01;-1.46;185.85;233.26;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;8862.5;10387.79873;14.68;86756;14653.0884;85741;18926.46834;0;0;0;4273.37994;1281.87645;2.073885338;6.913692813;1015;1339;24.2;0.86;0.94;0.43;8862.5;1.12;;GR BASS SMOOTHLY;AKS09\BAS22052013NIRx;Unchecked;;0;16;18.95;0;0;0;0;2;64476.91;46.12316175;2.033844247;430;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ03;BAS31032014VMI;BASS;1.09;2.42;VONITSA;0-58%17,4;2014;March;30/04/14;01/07/14;9.62;21.57;21.86;-1.33;20.02;34.52;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;1739.5;3611.844356;51.84;113775;1094.5155;112325;2422.85025;0;0;0;1328.33475;1154.231;1.309534362;1.507064011;1450;2499;41.98;1.68;1.75;1.3;1365.5;1.604;;GR BASS SMOOTHLY;;Unchecked;;0;2;18.95;0;0;0;0;2;1975;1.727909011;1.2698449;332;A 1-300;A 1-300;;
GREECE;PETALAS;PE_05;L1/12/12A-NHR;BASS;7.59;9.62;NIREUS;;2012;December;30/04/14;01/07/14;224.3;287.2;290.86;-1.26;268.34;293.42;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;12375;12841.57457;3.63;94786;21260.4998;93781;26933.9032;0;0;0;5673.4034;3904.69374;2.181230406;3.169262642;1005;1134;11.38;0.83;0.86;0.4;12187.5;1.12;;GR BASS SMOOTHLY;PE_05\L1/12/12A-NHR;Unchecked;;0;14;18.95;0;0;0;0;2;35450;28.75334577;2.250184538;663;A 1-300;A 1-300;;
GREECE;PETALAS;PE_15;L1/12/12B-NHR;BASS;5.35;6.59;NIREUS;;2012;December;30/04/14;01/07/14;245;306.51;311.17;-1.5;276.6;317.35;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;8050;8819.182038;8.72;61180;14989.1;60195;18450.36945;0;0;0;3461.26945;1660.837;2.325736299;4.846953675;985;693;-42.14;0.78;0.82;0.36;8050;1.12;;GR BASS SMOOTHLY;PE_15\L1/12/12B-NHR;Unchecked;;0;14;18.95;0;0;0;0;2;22265;28.68461737;2.068632733;449;C 365-600;C 365-600;;
GREECE;PETALAS;PE_16;L23/11/12-NHR;BASS;8.85;11.05;NIREUS;;2012;November;30/04/14;01/07/14;260;328.04;331.37;-1;328.62;333.7;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;13837.5;14278.28167;3.09;95342;24788.92;94357;30952.87028;0;0;0;6163.95028;6218.67734;2.24490779;2.225151627;985;1134;13.14;0.8;0.8;0.37;13837.5;1.12;;GR BASS SMOOTHLY;PE_16\L23/11/12-NHR;Unchecked;;0;13;18.95;0;0;0;0;2;18377;17.21982759;2.000709442;950;A 1-300;A 1-300;;
GREECE;PETALAS;PE_13;L8/11/12A-NHR;BASS;8.5;10.31;NIREUS;;2012;November;30/04/14;01/07/14;276;341.59;346.45;-1.4;317.85;350.28;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;12487.5;13220.57251;5.54;86239;23801.964;84534;28875.96906;0;0;0;5074.00506;3067.1679;2.46107362;4.071345426;1595;1008;-58.23;0.77;0.8;0.34;12487.5;1.12;;GR BASS SMOOTHLY;PE_13\L8/11/12A-NHR;Unchecked;;0;14;18.95;0;0;0;0;2;22855;22.66012294;2.091504225;1557;A 1-300;A 1-300;;
GREECE;PETALAS;PE_14;L8/11/12B-NHR;BASS;8.44;10.43;NIREUS;;2012;November;30/04/14;01/07/14;253.3;316.17;320.3;-1.29;306.86;326.49;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;12550;13773.57812;8.88;93319;23637.7027;92324;29190.07908;0;0;0;5552.37638;4692.83994;2.260293457;2.67428682;985;1071;8.03;0.77;0.78;0.36;12550;1.12;;GR BASS SMOOTHLY;PE_14\L8/11/12B-NHR;Unchecked;;0;15;18.95;0;0;0;0;2;24287;22.68117295;2.196666839;519;A 1-300;A 1-300;;
GREECE;PETALAS;PEZ04;BAS03052014VML (A5B);BASS;0.82;2.51;VONITSA;42-70%23,3;2014;May;03/05/14;01/07/14;6;18.68;19.17;-2.56;14.73;25.44;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;2155;3249.610489;33.68;136400;818.4;134120;2505.3616;0;0;0;1686.9616;1157.1876;1.277444608;1.862273671;2280;3218;29.15;2.42;2.78;1.92;1200;1.93;;GR BASS SMOOTHLY;;Unchecked;;0;4;19.05;0;0;0;0;1;2280;1.671554252;1.225576208;3750;A 1-300;A 1-300;;
GREECE;PETALAS;PE_12;BAS05092013VMLGE;BASS;3.52;5;VONITSA;57-100%24,7;2013;September;07/05/14;01/07/14;93.47;133.97;136.75;-2.03;134.4;142.77;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;7625;8713.090071;12.49;105349;9846.97103;104499;13999.73103;0;0;0;4152.76;4197.69457;1.836128262;1.816473274;850;1736;51.04;1.17;1.17;0.65;7625;1.12;;GR BASS SMOOTHLY;PEZ04\BAS05092013VMLGE;Unchecked;;0;12;19.17;0;0;1;0;1;13144.98;12.45969904;1.779548242;1404;A 1-300;A 1-300;;
GREECE;PETALAS;PE_05;BAS07052014VML;BASS;0.92;2.61;VONITSA;42-70%23,4;2014;May;07/05/14;01/07/14;6.28;18.04;18.48;-2.38;16.14;24.57;GR IR. POW.1,5;POWER;IRIDA;0.44;0.19;0.03;19.20;2146;3284.128827;34.66;146400;919.392;144555;2607.7722;0;0;0;1688.3802;1413.7257;1.271040729;1.517974809;1845;3233;42.93;2.41;2.57;1.92;1183.5;1.93;;GR BASS SMOOTHLY;;Unchecked;;0;4;19.17;0;0;0;0;1;1845;1.260245902;1.219214465;708;A 1-300;A 1-300;;
GREECE;PETALAS;PE_08;BAS31072013VON;BASS;3.21;4.28;VONITSA;28-86%17,9;2013;July;09/05/14;01/07/14;117.12;158.25;160.83;-1.6;121.71;169.5;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;5800;6979.828722;16.9;76690;8981.9328;75805;11996.14125;0;0;0;3014.20845;244.29375;1.924219939;23.74190907;985;1189;17.16;1.05;1.2;0.57;5800;1.12;;GR BASS SMOOTHLY;PE_13\BAS31072013VON;Unchecked;;0;11;19.23;0;0;1;0;1;32629.98;29.66362358;1.737967502;20;A 1-300;A 1-300;;
GREECE;PETALAS;PE_16;BAS11042013NIR;BASS;6.97;8.48;NIREUS;;2013;April;13/05/14;01/07/14;205.16;252.05;254.29;-0.88;235.98;259.82;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;8875;9891.523457;10.28;95072;19504.97152;94252;23756.2166;0;0;0;4251.24508;2736.61544;2.087623704;3.243057052;880;900;2.22;0.84;0.87;0.42;6987.5;1.121;;GR BASS SMOOTHLY;PE_14\BAS11042013NIR;Unchecked;;0;11;19.32;0;0;0;0;2;23694.99;19.91175798;1.832661042;2415;A 1-300;A 1-300;;
GREECE;PETALAS;PE_03;BAS11062013NIR;BASS;4.85;5.88;NIREUS;;2013;June;13/05/14;01/07/14;196.71;241.36;244.5;-1.28;213.51;250.95;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;6200;7055.553637;12.13;68985;13570.03935;68195;16459.5452;0;0;0;2889.50585;990.2751;2.145695604;6.260886495;840;678;-23.89;0.85;0.9;0.42;5650;1.12;;GR BASS SMOOTHLY;PE_01\BAS11062013NIR;Unchecked;;0;12;19.32;0;0;0;0;2;41550;37.77272727;1.734051214;698;A 1-300;A 1-300;;
GREECE;PETALAS;PE_06;BAS22052013NIR;BASS;6.57;8.13;NIREUS;;2013;May;13/05/14;01/07/14;179.04;223.62;226.65;-1.34;208.05;233.28;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;9066;10354.33622;12.44;102728;18392.42112;101828;22770.77736;0;0;0;4378.35624;2792.89428;2.070640099;3.246094943;960;1203;20.2;0.9;0.94;0.45;8175;1.12;;GR BASS SMOOTHLY;AKS04\BAS22052013NIR;Unchecked;;0;10;19.32;0;0;0;0;2;50288.72;36.08828356;1.958654895;748;A 1-300;A 1-300;;
GREECE;PETALAS;PE_06;BAS17122013VON;BASS;2.91;3.91;VONITSA;67-100%13,5;2013;December;26/05/14;01/07/14;30.73;42.13;42.75;-1.45;39.21;53.56;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;1486.5;2870.349951;48.21;94844;2914.55612;92894;3913.62422;0;0;0;999.0681;727.81762;1.487886561;2.042407272;1100;1011;-8.8;1.22;1.26;0.88;1486.5;1.224;;GR BASS SMOOTHLY;;Unchecked;;0;5;19.68;0;0;0;0;2;4875;5.213903743;2.043349448;1245;C 365-600;C 365-600;;
GREECE;PETALAS;PE_07;BAS13122013VON;BASS;3.06;3.97;VONITSA;67-100%13,5;2013;December;04/06/14;01/07/14;31.29;40.93;41.78;-2.03;31.48;48.61;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;1345;2246.971349;40.14;97689;3056.68881;96979;3969.35047;0;0;0;912.66166;-3.78989;1.473711518;-354.8915668;900;812;-10.84;1.43;1.63;0.99;1345;1.224;;GR BASS SMOOTHLY;;Unchecked;;0;2;19.96;0;0;0;0;2;4610;4.689725331;2.055188759;814;A 1-300;A 1-300;;
GREECE;PETALAS;PE_07;BAS18072013VON;BASS;4.1;4.52;VONITSA;42-100%17,5;2013;July;10/06/14;01/07/14;167.65;186.06;188.05;-1.06;184.71;194.39;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;2475;3261.700339;24.12;68430;11472.2895;68095;12669.7557;0;0;0;1197.4662;1105.53795;2.066864184;2.238729118;375;440;14.77;0.98;0.98;0.5;2475;1.12;;GR BASS SMOOTHLY;PE_10\BAS18072013VON;Unchecked;;0;5;20.34;0;0;1;0;1;34560;31.2477396;1.556952764;1252;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ05;BAS02032013NIR;BASS;6.68;7.06;NIREUS;;2013;March;20/06/14;01/07/14;263.37;278.87;281.21;-0.83;274.07;279.29;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;2437.5;2175.815594;-12.03;71005;18700.58685;70860;19760.7282;0;0;0;1060.14135;720.01335;2.299221703;3.385353897;145;156;7.05;1.15;1.16;0.52;2137.5;1.12;;GR BASS SMOOTHLY;AKZ02\BAS02032013NIR;Unchecked;;0;2;20.92;0;0;1;0;1;51600;46.90909091;2.151919121;595;A 1-300;A 1-300;;
GREECE;PETALAS;PE_14;BAS09102013NS;BASS;6.74;7.34;NIREUS;;2013;October;21/06/14;01/07/14;71.72;78.23;79.95;-2.15;72.5;80.66;GR IR. SMART 3;SMART;IRIDA;0.48;0.21;0.03;20.95;1150;1248.56334;7.89;93915;6735.5838;93810;7338.7563;0;0;0;603.1725;65.6412;1.906585595;17.51948471;425;308;-37.99;1.64;1.7;0.87;837.5;1.224;;GR BASS SMOOTHLY;;Unchecked;;0;1;21;0;0;0;0;2;15950;16.61458333;1.630884544;3901;A 1-300;C 365-600;;
GREECE;PETALAS;AKZ02;BAS20032014V_;BASS;2.07;2.26;VONITSA;81-100%18,9;2014;March;23/06/14;01/07/14;23.9;26.44;27.13;-2.54;25.64;28.72;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;350;525.1389204;33.35;86575;2069.1425;85496;2260.51424;0;0;0;191.37174;122.97494;1.828901174;2.846108321;1486;272;-446.32;2.02;2.05;1.26;350;1.604;;GR BASS SMOOTHLY;;Unchecked;;0;2;21.24;0;0;0;0;2;4091;4.57606264;1.655253878;505;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ09;BAS01042014V__;BASS;1.97;1.99;VONITSA;44-63%14,3;2014;April;27/06/14;01/07/14;21.15;21.51;21.71;-0.92;21.24;23.75;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;64;301.0705197;78.74;93035;1967.69025;92445;1988.49195;0;0;0;20.8017;-4.15845;3.076671618;-15.39034977;1040;165;-530.3;0.81;0.81;0.42;64;1.604;;GR BASS SMOOTHLY;;Unchecked;;0;1;21.7;0;0;0;0;2;4355;4.195568401;1.814312057;577;A 1-300;A 1-300;;
GREECE;PETALAS;AKK02;BAS01032013NIR;BASS;6.79;7.94;NIREUS;;2013;March;01/07/14;31/07/14;261;309.21;310.2;-0.32;309.21;303.91;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;6912.5;6014.465587;-14.93;72790;18998.19;71900;22232.199;0;0;0;3234.009;3234.009;2.137439939;2.137439939;890;403;-120.84;1.12;1.12;0.57;6912.5;1.12;;GR BASS SMOOTHLY;AKK01\BAS01032013NIR;Unchecked;;0;6;22.85;0;0;0;0;2;55655;50.59545455;2.220025577;476;A 1-300;A 1-300;;
GREECE;PETALAS;AKS02;BAS01062013NIR;BASS;6.18;7.48;NIREUS;;2013;June;01/07/14;31/07/14;198.19;241.34;242.63;-0.53;241.35;242.04;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;7112.5;7015.827746;-1.38;87276;17297.23044;86806;20949.76004;0;0;0;3652.5296;3653.39766;1.947280592;1.946817911;470;516;8.91;1.24;1.24;0.66;5550;1.12;;GR BASS SMOOTHLY;AKS07\BAS01062013NIR;Unchecked;;0;6;22.85;0;0;0;0;2;95545.76;56.08733364;2.132800257;430;A 1-300;A 1-300;;
GREECE;PETALAS;AKS08;BAS01062013NIRx;BASS;6.42;7.55;NIREUS;;2013;June;01/07/14;31/07/14;228.17;269.7;270.93;-0.45;269.67;270.19;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;6337.5;6226.375151;-1.78;78839;17988.69463;78369;21136.1193;0;0;0;3147.42467;3145.0736;2.013550971;2.015056182;470;465;-1.08;1.08;1.08;0.56;5237.5;1.12;;GR BASS SMOOTHLY;AKZ07\BAS01062013NIRx;Unchecked;;0;6;22.85;0;0;0;0;2;74768.23;56.79395006;1.906366013;505;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ05;BAS02032013NIR;BASS;7.06;8.21;NIREUS;;2013;March;01/07/14;31/07/14;278.87;327.46;328.46;-0.3;327.46;322.86;GR IR. PLUS 6 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;6925;6119.066587;-13.17;70860;19760.7282;70170;22977.8682;0;0;0;3217.14;3217.14;2.152532995;2.152532995;590;403;-46.4;1.08;1.08;0.54;6925;1.12;;GR BASS SMOOTHLY;AKZ02\BAS02032013NIR;Unchecked;;0;6;22.85;0;0;0;0;2;52190;47.44545455;2.152006535;595;A 1-300;A 1-300;;
GREECE;PETALAS;PEZ04;BAS03052014VML (A5B);BASS;2.51;5.02;VONITSA;42-70%23,3;2014;May;01/07/14;31/07/14;18.68;37.61;37.62;-0.03;37.61;37.47;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;3210.5;3181.802191;-0.9;134120;2505.3616;133365;5015.85765;0;0;0;2510.49605;2510.49605;1.278830931;1.278830931;705;1400;49.64;2.96;2.96;2.33;3210.5;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;1;22.85;0;0;0;0;2;2985;2.188416422;1.257427815;2754;A 1-300;A 1-300;;
GREECE;PETALAS;AKZ07;BAS04042014VML (_10_);BASS;2.21;4.17;VONITSA;32-68%20,2;2014;April;01/07/14;31/07/14;19.87;37.84;37.86;-0.05;37.84;39.19;GR IR. POW. 2;POWER;IRIDA;0.44;0.19;0.03;19.20;2531.5;2720.854481;6.96;111190;2209.3453;110320;4174.5088;0;0;0;1965.1635;1965.1635;1.28818798;1.28818798;870;1133;23.21;2.73;2.73;2.15;2531.5;1.607;;GR BASS SMOOTHLY;;Unchecked;;0;1;22.85;0;0;0;0;2;5280;4.203821656;1.328747315;595;A 1-300;A 1-300;;
GREECE;PETALAS;PE_12;BAS05092013VMLGE;BASS;5;6.23;VONITSA;57-100%24,7;2013;September;01/07/14;31/07/14;133.97;167.63;168.97;-0.79;167.64;171.73;GR IR. PLUS 4,5 _;PLUS;IRIDA;0.46;0.20;0.03;20.08;6250;6755.755136;7.49;104499;13999.73103;104089;17448.43907;0;0;0;3448.70804;3449.74893;1.812272865;1.811726049;460;961;52.13;1.33;1.33;0.75;6025;1.12;;GR BASS SMOOTHLY;PEZ04\BAS05092013VMLGE;Unchecked;;0;6;22.85;0;0;0;0;2;13554.98;12.84832471;1.786634114;1552;A 1-300;A 1-300;;
