 0 ; 1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9 ; 10 ; 11 ; 12 ; 13 ; 14 ; 15 ; 16 ; 17 ; 18 ; 19 ; 20 ; 21 ; 22 ; 23 ; 24 ; 25 ; 26 ; 27 ; 28 ; 29 ; 30 ; 31 ; 32 ; 33 ; 34 ; 35 ;;;;
300.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.53;2.53;2.53;2.53;2.53;2.53;2.53;2.53;2.53;2.60;2.59;2.68;2.69;2.63;2.53;2.54;2.53;2.53;0.00;0.00;0.00;;;;
310.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.54;2.69;2.66;2.71;2.68;2.61;2.54;2.54;2.54;0.00;0.00;0.00;;;;
320.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.56;2.56;2.56;2.56;2.56;2.56;2.56;2.56;2.56;2.56;2.79;2.68;2.69;2.66;2.63;2.57;2.56;2.56;0.00;0.00;0.00;;;;
330.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.57;2.57;2.57;2.57;2.57;2.57;2.57;2.57;2.57;2.57;2.57;2.75;2.69;2.72;2.59;2.58;2.57;2.57;0.00;0.00;0.00;;;;
340.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.59;2.59;2.59;2.59;2.59;2.59;2.59;2.59;2.59;2.59;2.59;2.83;2.66;2.65;2.59;2.62;2.59;2.59;0.00;0.00;0.00;;;;
350.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.60;2.60;2.60;2.60;2.60;2.60;2.60;2.60;2.60;2.60;2.60;2.84;2.78;2.60;2.61;2.63;2.60;2.60;0.00;0.00;0.00;;;;
360.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.61;2.61;2.61;2.61;2.61;2.61;2.61;2.61;2.61;2.61;2.61;2.61;2.61;2.70;2.61;2.67;2.61;2.61;0.00;0.00;0.00;;;;
370.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.64;2.64;2.64;2.64;2.64;2.64;2.64;2.64;2.64;2.64;2.64;2.64;2.64;2.64;2.64;2.72;2.64;2.64;0.00;0.00;0.00;;;;
380.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.65;2.65;2.65;2.65;2.65;2.65;2.65;2.65;2.65;2.65;2.65;2.73;2.73;2.65;2.65;2.74;2.65;2.65;0.00;0.00;0.00;;;;
390.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.66;2.66;2.66;2.66;2.66;2.66;2.66;2.66;2.66;2.66;2.66;2.74;2.66;2.66;2.72;2.75;2.66;2.66;0.00;0.00;0.00;;;;
400.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.67;2.67;2.67;2.67;2.67;2.67;2.67;2.67;2.67;2.67;2.67;2.69;2.70;2.72;2.72;2.77;2.67;2.67;0.00;0.00;0.00;;;;
410.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.69;2.69;2.69;2.69;2.69;2.69;2.69;2.69;2.69;2.69;2.69;2.69;2.75;2.69;2.76;2.80;2.69;2.69;0.00;0.00;0.00;;;;
420.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.70;2.70;2.70;2.70;2.70;2.70;2.70;2.70;2.70;2.70;2.70;2.70;2.70;2.70;2.80;2.86;2.70;2.70;0.00;0.00;0.00;;;;
430.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.71;2.71;2.71;2.71;2.71;2.71;2.71;2.71;2.71;2.71;2.71;2.71;2.71;2.71;2.84;2.71;2.71;2.71;0.00;0.00;0.00;;;;
440.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.72;2.72;2.72;2.72;2.72;2.72;2.72;2.72;2.72;2.72;2.72;2.72;2.72;2.72;2.72;2.72;2.72;2.72;0.00;0.00;0.00;;;;
450.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.73;2.73;2.73;2.73;2.73;2.73;2.73;2.73;2.73;2.73;2.73;2.73;2.73;2.73;2.73;2.73;2.73;2.73;0.00;0.00;0.00;;;;
460.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.74;2.74;2.74;2.74;2.74;2.74;2.74;2.74;2.74;2.74;2.74;2.74;2.74;2.74;2.74;2.74;2.74;2.74;0.00;0.00;0.00;;;;
470.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.75;2.75;2.75;2.75;2.75;2.75;2.75;2.75;2.75;2.75;2.75;2.75;2.75;2.75;2.75;2.75;2.75;2.75;0.00;0.00;0.00;;;;
480.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.76;2.76;2.76;2.76;2.76;2.76;2.76;2.76;2.76;2.76;2.76;2.76;2.76;2.76;2.76;2.76;2.76;2.76;0.00;0.00;0.00;;;;
490.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.77;2.77;2.77;2.77;2.77;2.77;2.77;2.77;2.77;2.77;2.77;2.77;2.77;2.77;2.77;2.77;2.77;2.77;0.00;0.00;0.00;;;;
500.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.78;2.78;2.78;2.78;2.78;2.78;2.78;2.78;2.78;2.78;2.78;2.78;2.78;2.78;2.78;2.78;2.78;2.78;0.00;0.00;0.00;;;;
