Region	Site	Unit	Batch	Species	Start Fish Density	End Fish Density	Hatchery	Lot Quality	Origin Year	Origin Month	From	To	Start Av. Wt.	End Av.Wt.	Model End Av. Wt. Act. Feed	Av. Wt. Deviation (%)	Av. Wt. Before Sampl.	Model End Av. Wt. Sugg. Feed	Actual Feed	Feed Category	Supplier	Period Feed Qty	Model Feed Qty	Feed Deviation (%)	Opening Fish No	Opening Biomass	Closing Fish No	Closing Biomass	Harvest Biomass	Transfer - (Kg)	Transfer + (Kg)	Biomass Produced	Biomass Produced Before Sampl.	Econ. FCR Period	Econ FCR Period Before Sampl.	Mortality No	Model Mortality No	Mortality Deviation (%)	SFR Period (%)	SFR Period (%) Before Sampl.	SGR Period (%)	Max Feed Qty	Food Price	Current Grading	Feeding Policy	Group Tag	Vaccinated	Feeder	Feeding Rate (Kg / Hour)	Fastings No	Avg. Temp.	Avg. Oxygene	Transfer - (No)	Transfer + (No)	Harvest (No)	Sampling (No)	LTD Mortality No	LTD Mortality %	LTD Econ. FCR	Period Day Degrees	Start Av. Weight Category	End Av. Weight Category	cage comment	feeding test	aminolab check date	pre-grow code
d	d	d	d	d	c	c	d	d	c	d	c	c	c	c	c	c	c	c	d	d	d	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	d	d	d	d	d	c	c	c	c	c	c	c	c	c	c	c	c	d	d	d	d	d	d
																																		c																																
ashdod	quality fish	QF.32	sea09042013Ard	sea bream	4.24	5.07	Ardag		2013	April	8/8/2013	8/27/2013	51	61	61.92	-1.49	61.31	61.76	45/22 3 mm 4943	Raanan summer	raanan	4854	4784.303961	-1.46	261460	13334.46	260860	15912.46	0	0	0	2578	2658.8666	1.882854926	1.825589896	600	0	0	1.75	1.75	0.94	4854	4.839		quality fish conservative summer	april	Unchecked		0	0	30.45	30.45	0	0	0	2	600	0.229480609	1.461983279	609	02  051-100	02  051-100				
ashdod	quality fish	QF.35	26062012	sea bream	9.75	11.03	Ardag		2012	June	7/28/2013	8/28/2013	335	379	389.94	-2.81	388.35	378.71	45/22 4.5 mm 4944	Raanan summer	raanan	11943	9481.97076	-25.95	91417	30624.695	91417	34647.043	0	0	0	4022.348	4877.09695	2.969161296	2.448792821	0	0	0	1.18	1.17	0.4	11943	4.814		quality fish conservative summer	june	Unchecked		0	0	30.31	30.31	0	0	0	2	18456	16.79757538	2.152140367	970	07  301-350	08  351-400				
ashdod	quality fish	QF.06	26062012	sea bream	9.17	9.59	Ardag		2012	June	7/30/2013	8/28/2013	302.16	316	349.31	-9.54	346.52	341.21	45/22 4.5 mm 4944	Raanan summer	raanan	10492	8667.053703	-21.06	95388	28822.43808	95388	30142.608	0	0	0	1320.16992	4231.41168	7.947461793	2.479550749	0	0	0	1.23	1.17	0.15	10492	4.814		quality fish conservative summer	june	Unchecked		0	0	30.33	30.33	0	0	0	2	19052	16.64802517	2.360332668	910	07  301-350	07  301-350			17/12/2013	
ashdod	quality fish	QF.16	sea14062013maa	sea bream	3.09	3.9	maagan michael		2013	June	8/8/2013	8/28/2013	53	67	66.66	0.51	66.03	64.55	45/22 3 mm 4943	Raanan summer	raanan	4292	3623.567419	-18.45	182997	9698.841	182997	12260.799	0	0	0	2561.958	2384.45091	1.675281172	1.799995119	0	0	0	1.96	1.98	1.17	4292	4.839		quality fish conservative summer	june	Unchecked		0	0	30.48	30.48	0	0	0	2	3500	1.876705792	1.527299441	640	02  051-100	02  051-100				
ashdod	quality fish	QF.31	sea18102012Ard	sea bream	4.99	6.2	Ardag		2012	October	7/28/2013	8/29/2013	137	170	173.83	-2.2	172.57	166.11	summer 46/22-30 4 4934	summer	tzemach	8603	6768.232893	-27.11	114534	15691.158	114534	19470.78	0	0	0	3779.622	4073.97438	2.276153541	2.111697129	0	0	0	1.54	1.52	0.67	4196	4.845	L	quality fish conservative summer	october	Unchecked		0	0	30.3	30.3	0	0	0	2	993.24	0.859745286	1.776879072	1000	03  101-150	04  151-200		tzemach	11/02/2014	
ashdod	quality fish	QF.37	sea18102012Ard	sea bream	3.95	4.95	Ardag		2012	October	7/28/2013	8/29/2013	118	148	155.62	-4.9	157.27	143.04	45/22 3 mm 4943	Raanan summer	raanan	8462	5609.89664	-50.84	105289	12424.102	105074	15550.952	0	0	0	3126.85	4100.88598	2.706237907	2.063456541	215	0	0	1.9	1.84	0.71	4767	5.206		quality fish conservative summer	october	Unchecked		0	0	30.3	30.3	0	0	0	2	1863.75	1.739339401	2.06979355	1000	03  101-150	03  101-150		tzemach	24/02/2014	
ashdod	quality fish	QF.07	26062012	sea bream	7.45	8.18	Ardag		2012	June	7/30/2013	8/29/2013	258.66	284	296.2	-4.12	293.57	296.04	45/22 4.5 mm 4944	Raanan summer	raanan	7697	7664.117037	-0.43	90487	23405.36742	90487	25698.308	0	0	0	2292.94058	3158.90117	3.356824886	2.436606777	0	0	0	1.05	1.03	0.31	7697	4.805		quality fish conservative summer	june	Unchecked		0	0	30.32	30.32	0	0	0	2	17875	16.495635	2.521932902	940	06  251-300	06  251-300			14/01/14	
ashdod	quality fish	QF.11	sea29112012Ard	sea bream	2.91	4.07	Ardag		2012	November	7/30/2013	8/29/2013	111.75	156	145.69	7.08	146.05	134.47	summer 46/22-30 4 4934	summer	tzemach	5904	3932.864621	-50.12	81884	9150.537	81884	12773.904	0	0	0	3623.367	2808.6212	1.629423682	2.102099066	0	0	0	1.81	1.88	1.11	3017	4.845		quality fish conservative summer	november	Unchecked		0	0	30.32	30.32	0	0	0	2	3406	3.993434166	2.820123042	940	03  101-150	04  151-200	genetic cage	tzemach	18/03/2014	
ashdod	quality fish	QF.21	sea29112012Ard	sea bream	5.12	5.91	Ardag		2012	November	7/30/2013	8/29/2013	189.8	219	232.73	-5.9	230.51	221.81	45/22 4.5 mm 4944	Raanan summer	raanan	7842	5817.715849	-34.8	84778	16090.8644	84778	18566.382	0	0	0	2475.5176	3451.31238	3.167822358	2.272179141	0	0	0	1.51	1.47	0.48	3964	5.621		quality fish conservative summer	november	Unchecked		0	0	30.32	30.32	0	0	0	2	512	0.600304842	2.127660569	940	04  151-200	05  201-250	genetic cage		29/01/2014	
ashdod	quality fish	QF.25	01052012	sea bream	10.85	11.92	Ardag		2012	May	7/30/2013	8/29/2013	304.25	334	340.79	-1.99	338.53	344.74	45/22 4.5 mm 4944	Raanan summer	raanan	9530	10580.88405	9.93	112083	34101.25275	112083	37435.722	0	0	0	3334.46925	3842.20524	2.858026056	2.480346417	0	0	0	0.89	0.88	0.31	9530	4.805		quality fish conservative summer	may	Unchecked		0	0	30.32	30.32	0	0	0	2	1551	1.36490839	2.30873193	940	07  301-350	07  301-350			19/11/2013	
ashdod	quality fish	QF.33	01052012	sea bream	11.16	11.59	Ardag		2012	May	7/30/2013	8/29/2013	346.58	360	394.47	-8.74	392.88	389.62	summer 46/22-30 5.5 4935	summer	tzemach	11570	10384.95114	-11.41	101150	35056.567	101150	36414	0	0	0	1357.433	4683.245	8.523440936	2.47050923	0	0	0	1.08	1.03	0.13	11570	4.85		quality fish conservative summer	may	Unchecked		0	0	30.32	30.32	0	0	0	2	150	0.148075025	2.148013991	940	07  301-350	08  351-400			22/10/2013	
ashdod	quality fish	QF.34	sea18102012Ard	sea bream	0	0	Ardag		2012	October	8/21/2013	8/29/2013	185	206	197.47	4.32	196.02	193.89	summer 46/22-30 4 4934	summer	tzemach	2852	2029.547913	-40.52	107857	19953.545	107857	22218.542	0	1665	0	3929.997	2853.58414	0.7257003	0.99944486	0	0	0	0.98	0.72	1.34	2852	4.845		quality fish conservative summer	october	Unchecked		0	0	30.89	30.89	1	0	0	2	1624.44	1.483758343	1.633856425	278	04  151-200	05  201-250		tzemach	31/12/2013	
ashdod	quality fish	QF test cage 2	sea18102012Ard	sea bream	0	0	Ardag		2012	October	8/21/2013	9/3/2013	185	210	199.47	5.28	198.4	198.98	HD 45/22 4.5mm 4114	Raanan summer	raanan	45.5	43.9728944	-3.47	1500	277.5	1479	310.59	0	0	0	33.09	15.9336	1.375037776	2.855600743	21	0	0	1.19	1.23	0.98	45.5	5.25		quality fish conservative summer	october	Unchecked		0	0	30.57	30.57	0	1	0	1	43.59	2.862884953	1.648809129	428	04  151-200	05  201-250		raanan	31/12/2013	
ashdod	quality fish	QF test cage 3	sea18102012Ard	sea bream	0	0	Ardag		2012	October	8/21/2013	9/3/2013	185	201	199.55	0.73	198.42	198.98	HD 48/17 4.5mm 4104	Raanan summer	raanan	45.5	43.75761559	-3.98	1500	277.5	1468	295.068	0	0	0	17.568	13.78056	2.589936248	3.301752614	32	0	0	1.22	1.23	0.64	45.5	5.25		quality fish conservative summer	october	Unchecked		0	0	30.57	30.57	0	1	0	1	53.59	3.519660578	1.737092812	428	04  151-200	05  201-250		raanan	31/12/2013	
ashdod	quality fish	QF test cage 4	sea18102012Ard	sea bream	0	0	Ardag		2012	October	8/21/2013	9/3/2013	185	199	199.56	-0.28	198.44	198.98	45/22 4.5 mm 4944	Raanan summer	raanan	45.5	43.71956323	-4.07	1500	277.5	1467	291.933	0	0	0	14.433	13.61148	3.152497748	3.342766547	33	0	0	1.23	1.23	0.56	45.5	4.8		quality fish conservative summer	october	Unchecked		0	0	30.57	30.57	0	1	0	1	54.59	3.585338141	1.756348012	428	04  151-200	04  151-200		raanan		
ashdod	quality fish	QF test cage 5	sea18102012Ard	sea bream	0	0	Ardag		2012	October	8/21/2013	9/3/2013	185	204	199.9	2.05	198.79	198.98	HD 45/22 4.5mm 4114	Raanan summer	raanan	45.5	42.79184229	-6.33	1500	277.5	1426	290.904	0	0	0	13.404	5.97454	3.394509102	7.615649071	74	0	0	1.23	1.25	0.75	45.5	5.25		quality fish conservative summer	october	Unchecked		0	0	30.57	30.57	0	1	0	1	96.59	6.343795769	1.764002356	428	04  151-200	05  201-250		raanan		
ashdod	quality fish	QF test cage 6	sea18102012Ard	sea bream	0	0	Ardag		2012	October	8/21/2013	9/3/2013	185	204	199.79	2.11	198.67	198.98	HD 48/17 4.5mm 4104	Raanan summer	raanan	45.5	43.07912401	-5.62	1500	277.5	1437	293.148	0	0	0	15.648	7.98879	2.907719836	5.695480792	63	0	0	1.23	1.24	0.75	45.5	5.25		quality fish conservative summer	october	Unchecked		0	0	30.57	30.57	0	1	0	1	84.59	5.555665018	1.74880903	428	04  151-200	05  201-250		raanan		
ashdod	Dag hayam	DHC.06	Limonit	sea bream	0	0	Ardag		2013	May	5/21/2013	9/10/2013	3	53	52.26	1.42	58.32	40.06	summer 48/22 3 4353	summer	tzemach	10625	8638.800213	-22.99	159593	478.779	159523	8454.719	0	0	0	7975.94	8824.60236	1.332131385	1.204020257	70	0	0	3.42	3.19	2.56	5000	5.327		dag hayam feeding		Unchecked		0	0	31	0	0	0	0	2	70	0.043861573	1.332129882	3136	01  0-50	02  051-100				
ashdod	Dag hayam	DHB.06	Limon	sea bream	0	0	Ardag		2013	May	5/30/2013	9/10/2013	5	51	58.24	-12.43	64.66	44.04	summer 48/22 3 4353	summer	tzemach	10975	8832.947195	-24.25	151035	755.175	151035	7702.785	0	0	0	6947.61	9010.7481	1.579679919	1.21798988	0	0	0	3.56	3.03	2.25	5975	5.327		dag hayam feeding		Unchecked		0	0	31	0	0	0	0	2	0	0	1.579678782	2924	01  0-50	02  051-100				
ashdod	Dag hayam	DHB.01	Tania	sea bream	0	0	Ardag		2013	March	6/10/2013	9/10/2013	21	97	65.84	47.33	28.53	79.05	summer 48/22 3 4353	summer	tzemach	11550	15164.26663	23.83	155960	3275.16	155960	15128.12	0	0	0	11852.96	1174.3788	0.97444014	9.834986803	0	0	0	1.62	3.28	1.66	5125	5.288		dag hayam feeding		Unchecked		0	0	31	0	0	0	0	2	295	0.188793959	0.999871052	2660	01  0-50	02  051-100				
ashdod	Dag hayam	DHB.03a	Petel	sea bream	0	0	Ardag		2013	July	7/16/2013	9/10/2013	6	28	60.67	-53.85	67.39	24.76	old	summer	tzemach	11075	4122.109009	-168.67	158080	948.48	158080	4426.24	0	0	0	3477.76	9704.5312	3.184521071	1.141219475	0	0	0	8.76	4.93	2.75	7000	4.81		dag hayam feeding		Unchecked		0	0	31	0	0	0	0	2	0	0	3.184521071	1682	01  0-50	01  0-50				
ashdod	Dag hayam	DHB.03b	Tapuah	sea bream	0	0	Ardag		2013	July	7/17/2013	9/10/2013	6	25	25.19	-0.75	27.39	24.38	summer 51/19  2 4992	summer	tzemach	4075	3919.846222	-3.96	153945	923.67	153945	3848.625	0	0	0	2924.955	3292.88355	1.393183827	1.237517191	0	0	0	3.61	3.42	2.59	1600	5.822		dag hayam feeding		Unchecked		0	0	31	0	0	0	0	1	0	0	1.393183827	1653	01  0-50	01  0-50				
ashdod	Dag hayam	DHB.02	Tlalit	sea bream	0	0	Ardag		2013	February	7/22/2013	9/10/2013	76	123	149.45	-17.7	131	131.55	summer 46/22-30 4 4934	summer	tzemach	20375	15283.85873	-33.31	146994	11171.544	146994	18080.262	0	0	0	6908.718	8084.67	2.949172336	2.520201814	0	0	0	2.84	2.74	0.96	10575	5.168		dag hayam feeding		Unchecked		0	0	31	0	0	0	0	2	4340	2.867828776	1.545868778	1508	02  051-100	03  101-150				
ashdod	Dag hayam	DHB.11	Lichi	sea bream	0	0	Ardag		2013	July	8/21/2013	9/10/2013	28	44	39.96	10.11	40.94	40.53	summer 48/22 3 4353	summer	tzemach	3025	3169.443717	4.56	156356	4377.968	156356	6879.664	0	0	0	2501.696	2023.24664	1.209179692	1.495121722	0	0	0	2.73	2.84	2.26	3025	5.327		dag hayam feeding		Unchecked		0	0	31	0	0	0	0	2	0	0	1.039293893	635	01  0-50	01  0-50				
ashdod	quality fish	QF.17	sea02052013Ard	sea bream	1.61	2.06	Ardag		2013	May	8/23/2013	9/10/2013	32	41	41.7	-1.68	41.55	40.13	2.5 mm 4922	Raanan weaning	raanan	2475	2074.274611	-19.32	157611	5043.552	157611	6462.051	0	0	0	1418.499	1505.18505	1.744802076	1.644316093	0	0	0	2.4	2.39	1.38	1620	6.9	S	quality fish conservative summer	may	Unchecked		0	1	30.21	30.21	0	0	0	2	13569.33	6.16783578	2.025475941	574	01  0-50	01  0-50			26/08/2014	
ashdod	quality fish	QF.18	sea09072013Ard	sea bream	3.38	2.98	Ardag		2013	July	8/23/2013	9/10/2013	17	22	21.69	1.43	21.49	23.64	2.5 mm 4922	Raanan weaning	raanan	3175	4497.127771	29.4	499882	8497.994	424882	9347.404	0	0	0	849.41	632.72018	3.737888652	5.018016021	75000	0	0	1.98	2	1.43	3175	6.9		quality fish conservative summer	july	Unchecked		0	1	30.21	30.21	0	0	0	2	75000	15.00354084	1.560778524	574	01  0-50	01  0-50				
ashdod	quality fish	QF.24	sea11062013Ard	sea bream	4.71	4.52	Ardag		2013	June	8/23/2013	9/10/2013	24	29	29.29	-0.99	28.99	31.6	2.5 mm 4922	Raanan weaning	raanan	3785	5519.345709	31.42	493269	11838.456	489119	14184.451	0	0	0	2345.995	2341.10381	1.613387923	1.61675872	4150	0	0	1.62	1.62	1.05	3785	6.9		quality fish conservative summer	june	Unchecked		0	2	30.21	30.21	0	0	0	2	5150	1.041942748	0.978691668	574	01  0-50	01  0-50				
ashdod	quality fish	QF.26	sea28082013Ard	sea bream	0.59	0.99	Ardag		2013	August	8/28/2013	9/10/2013	3	5	4.4	13.64	4.3	4.01	TM 4	Raanan starter	raanan	920	661.4691296	-39.08	497163	1491.489	497163	2485.815	0	0	0	994.326	646.3119	0.925249868	1.423461335	2000	0	0	3.64	3.94	3.93	920	12.5		quality fish conservative summer	august	Unchecked		0	0	29.93	29.93	0	0	0	1	2000	0.400670723	0.84991425	419	01  0-50	01  0-50				
ashdod	Dag hayam	DHC.04	Hadas	sea bream	0	0	Ardag		2012	November	7/22/2013	9/11/2013	189	253	296.32	-14.62	256.79	264.08	old	summer	tzemach	37600	26150.0517	-43.79	154278	29158.542	143537	36314.861	0	0	0	7156.319	7700.32423	5.254097812	4.882911275	3065	0	0	2.26	2.24	0.57	21775	4.81		dag hayam feeding		Unchecked		0	0	31	0	0	0	0	2	3155	2.043221749	1.761920103	1538	04  151-200	06  251-300				
ashdod	Dag hayam	DHC.05	Shaked	sea bream	0	0	Ardag		2012	December	7/22/2013	9/11/2013	187	284	300.34	-5.44	265.64	262.03	old	summer	tzemach	38325	24798.74442	-54.54	150510	28145.37	127827	36302.868	0	0	0	8157.498	5810.59428	4.698131707	6.595710895	150	0	0	2.34	2.43	0.82	20200	4.81		dag hayam feeding		Unchecked		0	0	31	0	0	0	0	2	225	0.149318114	1.739195932	1538	04  151-200	06  251-300				
ashdod	Dag hayam	QF.temp 30	01052012	sea bream	7.73	10.38	Ardag		2012	May	7/16/2013	9/16/2013	236.79	318	303.28	4.85	258.11	331.07	summer 46/22-30 5.5 4935	summer	tzemach	16400	23568.8684	30.42	102600	24294.654	102570	32617.26	0	0	0	8322.606	2179.6887	1.970536632	7.524010195	30	0	0	0.94	1.04	0.48	16400	4.92		dag hayam feeding	may	Unchecked		0	0	31	0	0	1	0	1	30	0.029239766	2.132130961	1862	05  201-250	07  301-350	cage 30			
ashdod	Dag hayam	QF.temp 36	01052012	sea bream	8.82	12	Ardag		2012	May	7/16/2013	9/16/2013	246	335	314.19	6.62	267.51	340.59	summer 46/22-30 5.5 4935	summer	tzemach	18650	26193.97272	28.8	112600	27699.6	112580	37714.3	0	0	0	10014.7	2416.6758	1.862262474	7.717212214	20	0	0	0.93	1.04	0.5	18650	4.92		dag hayam feeding	may	Unchecked		0	0	31	0	0	1	0	1	20	0.017761989	2.145037657	1862	05  201-250	07  301-350	cage 36			
ashdod	Dag hayam	DHB.05	Hazav	sea bream	0	0	Ardag		2013	February	7/22/2013	9/16/2013	87	128	164.57	-22.22	100.98	154.16	summer 46/22-30 4 4934	summer	tzemach	23150	20113.78814	-15.1	154828	13470.036	154618	19791.104	0	0	0	6321.068	2143.28964	3.662355792	10.80115331	1180	0	0	2.52	2.85	0.69	14575	5.168		dag hayam feeding		Unchecked		0	0	31	0	0	0	0	2	1307	0.838223505	1.630119984	1688	02  051-100	03  101-150				
ashdod	quality fish	QF test cage 1	sea18102012Ard	sea bream	0	0	Ardag		2012	October	9/3/2013	9/17/2013	189	194	204.2	-5	203.54	203.75	45/22 4.5 mm 4944	Raanan summer	raanan	49	47.59342766	-2.96	1476	278.964	1476	286.344	0	0	0	7.38	21.46104	6.639566396	2.283207151	2	0	0	1.24	1.21	0.19	49	4.8		quality fish conservative summer	october	Unchecked		0	0	29.4	29.4	0	0	0	2	46.59	3.05991764	1.957152236	441	04  151-200	04  151-200		raanan		
ashdod	quality fish	QF test cage 3	sea18102012Ard	sea bream	0	0	Ardag		2012	October	9/3/2013	9/17/2013	201	218	216.12	0.87	215.39	216.12	HD 48/17 4.5mm 4104	Raanan summer	raanan	49	49.11616277	0.24	1468	295.068	1468	320.024	0	0	0	24.956	21.12452	1.963455682	2.319579332	1	0	0	1.14	1.15	0.58	49	5.25		quality fish conservative summer	october	Unchecked		0	0	29.4	29.4	0	0	0	2	54.59	3.585338141	1.745128565	441	05  201-250	05  201-250		raanan	31/12/2013	
ashdod	quality fish	QF test cage 4	sea18102012Ard	sea bream	0	0	Ardag		2012	October	9/3/2013	9/17/2013	199	227	214.15	6	213.41	214.05	45/22 4.5 mm 4944	Raanan summer	raanan	49	48.78536766	-0.44	1467	291.933	1467	333.009	0	0	0	41.076	21.13947	1.192910702	2.317938908	1	0	0	1.12	1.16	0.94	49	4.8		quality fish conservative summer	october	Unchecked		0	0	29.4	29.4	0	0	0	2	55.59	3.651015704	1.675162638	441	04  151-200	05  201-250		raanan		
ashdod	quality fish	QF test cage 5	sea18102012Ard	sea bream	0	0	Ardag		2012	October	9/3/2013	9/17/2013	204	209	219.53	-4.8	218.88	219.26	HD 45/22 4.5mm 4114	Raanan summer	raanan	49	48.23340982	-1.59	1426	290.904	1426	298.034	0	0	0	7.13	21.21888	6.872370266	2.309264202	0	0	0	1.19	1.16	0.17	49	5.25		quality fish conservative summer	october	Unchecked		0	0	29.4	29.4	0	0	0	2	96.59	6.343795769	1.877959461	441	05  201-250	05  201-250		raanan		
ashdod	quality fish	QF test cage 6	sea18102012Ard	sea bream	0	0	Ardag		2012	October	9/3/2013	9/17/2013	204	234	219.41	6.65	218.75	219.26	HD 48/17 4.5mm 4104	Raanan summer	raanan	49	48.6054768	-0.81	1437	293.148	1437	336.258	0	0	0	43.11	21.19575	1.136627233	2.311784202	1	0	0	1.11	1.15	0.98	49	5.25		quality fish conservative summer	october	Unchecked		0	0	29.4	29.4	0	0	0	2	85.59	5.621342581	1.658525103	441	05  201-250	05  201-250		raanan		
